Season,TeamA,TeamB,Label,Diff_RegGames,Diff_RegWinRate,Diff_RegPtsFor,Diff_RegPtsAgainst,Diff_RegScoreDiff,Diff_RegLateWinRate,Diff_RegLateScoreDiff,Diff_FGPct,Diff_FG3Pct,Diff_FTPct,Diff_PossProxy,Diff_SeedNum,Diff_MasseyMean,Diff_MasseyStd,Diff_MasseyBest,Diff_PriorTGames,Diff_PriorTWinRate
1985,1301,1305,1,1,0.011083743842364546,-4.035714285714292,-9.545566502463046,5.509852216748768,-0.08333333333333337,-1.0,,,,,-11.0,,,,0.0,
1985,1177,1393,0,-2,-0.05747126436781613,-2.1264367816091863,-3.896551724137936,1.7701149425287364,-0.08333333333333337,3.0,,,,,3.0,,,,0.0,
1985,1277,1412,0,-2,-0.05476190476190468,6.359523809523807,4.407142857142858,1.9523809523809526,-0.08333333333333326,0.5,,,,,3.0,,,,0.0,
1985,1409,1431,0,0,0.06896551724137923,6.655172413793096,6.275862068965509,0.3793103448275854,-0.08333333333333326,-2.1666666666666665,,,,,-5.0,,,,0.0,
1985,1267,1433,0,1,-0.22043010752688175,1.598924731182791,6.401075268817202,-4.802150537634409,0.0,-3.333333333333334,,,,,13.0,,,,0.0,
1985,1173,1437,0,-1,0.023399014778325178,-1.9470443349753594,-2.1859605911329965,0.23891625615763612,0.08333333333333337,2.5,,,,,1.0,,,,0.0,
1985,1120,1242,1,-1,-0.1459770114942529,-5.688505747126442,-3.7448275862068954,-1.9436781609195406,-0.08333333333333337,-0.9166666666666665,,,,,8.0,,,,0.0,
1985,1207,1396,1,-2,0.09833971902937422,10.120051085568335,2.418901660280973,7.701149425287356,0.08333333333333326,10.583333333333332,,,,,-7.0,,,,0.0,
1985,1246,1424,1,-2,-0.3285714285714286,-17.05952380952381,-9.316666666666663,-7.742857142857142,-0.33333333333333326,-10.0,,,,,8.0,,,,0.0,
1985,1256,1326,1,0,0.25,-0.2857142857142918,-8.285714285714292,8.0,0.33333333333333326,6.833333333333334,,,,,1.0,,,,0.0,
1985,1260,1374,1,0,0.10000000000000009,9.86666666666666,11.766666666666666,-1.8999999999999995,0.5833333333333333,11.666666666666668,,,,,-1.0,,,,0.0,
1985,1314,1323,1,3,0.027649769585253448,4.8847926267281,4.8110599078341,0.07373271889400979,0.0,2.666666666666667,,,,,-5.0,,,,0.0,
1985,1229,1328,0,-3,-0.09259259259259267,-18.240740740740733,-10.903703703703698,-7.337037037037038,-0.25,-5.916666666666667,,,,,8.0,,,,0.0,
1985,1116,1385,0,3,-0.26363636363636367,-10.800000000000011,-2.70303030303031,-8.096969696969696,-0.25,-3.249999999999999,,,,,8.0,,,,0.0,
1985,1104,1433,1,0,-0.13333333333333341,-3.933333333333337,-1.8666666666666671,-2.0666666666666673,-0.16666666666666674,-3.333333333333334,,,,,5.0,,,,0.0,
1985,1130,1181,1,-3,-0.14323607427055696,-4.356763925729439,1.7188328912466773,-6.075596816976128,-0.08333333333333326,-3.999999999999999,,,,,8.0,,,,0.0,
1985,1210,1393,1,2,0.05005561735261399,-2.889877641824242,-6.348164627363744,3.4582869855394893,0.16666666666666663,2.25,,,,,-5.0,,,,0.0,
1985,1208,1228,0,-4,-0.03823178016726403,9.366786140979698,10.830346475507774,-1.4635603345280774,0.0,-4.0,,,,,3.0,,,,0.0,
1985,1268,1298,1,5,-0.15476190476190477,-6.335497835497833,-1.2911255411255382,-5.044372294372294,-0.33333333333333337,-7.5,,,,,-8.0,,,,0.0,
1985,1272,1412,1,-1,0.16321839080459777,9.10459770114943,2.9896551724137908,6.114942528735633,0.16666666666666674,4.583333333333334,,,,,-5.0,,,,0.0,
1985,1301,1431,1,0,0.0,0.41379310344827047,-0.7931034482758577,1.206896551724137,0.08333333333333337,-1.333333333333333,,,,,-8.0,,,,0.0,
1985,1276,1437,0,-1,0.23768472906403948,8.267241379310349,2.3140394088670035,5.95320197044335,0.5,14.083333333333334,,,,,-7.0,,,,0.0,
1985,1207,1260,1,-3,0.09259259259259256,-10.092592592592581,-18.992592592592587,8.899999999999999,-0.08333333333333337,3.666666666666666,,,,,-3.0,,,,0.0,
1985,1210,1228,1,0,0.032258064516129004,2.677419354838719,4.193548387096776,-1.516129032258064,0.08333333333333337,-2.75,,,,,-1.0,,,,0.0,
1985,1130,1272,0,-3,-0.28116710875331563,-0.25331564986737476,4.92572944297082,-5.179045092838197,-0.25,-3.5,,,,,9.0,,,,0.0,
1985,1256,1328,0,-2,0.09523809523809523,-12.333333333333329,-11.711904761904762,-0.6214285714285719,0.0,-1.833333333333334,,,,,4.0,,,,0.0,
1985,1104,1301,0,1,0.010344827586206806,-5.5,-4.57586206896552,-0.9241379310344824,-0.08333333333333337,3.999999999999999,,,,,4.0,,,,0.0,
1985,1120,1314,0,-2,-0.12124582869855394,-4.397107897664071,-0.44160177975527404,-3.955506117908788,-0.08333333333333337,-4.166666666666666,,,,,9.0,,,,0.0,
1985,1246,1385,0,-2,-0.3285714285714286,-10.526190476190479,-1.1500000000000057,-9.376190476190475,-0.25,-6.5,,,,,11.0,,,,0.0,
1985,1268,1437,0,4,0.011494252873563204,0.3960292580982241,-0.7628004179728265,1.158829676071056,0.0,4.083333333333334,,,,,-3.0,,,,0.0,
1985,1207,1210,1,-4,0.15173237753882918,4.837514934289132,-1.474313022700116,6.311827956989246,0.16666666666666663,10.25,,,,,-1.0,,,,0.0,
1985,1272,1328,1,-1,0.06321839080459768,-14.695402298850567,-11.843678160919538,-2.8517241379310345,-0.08333333333333326,-3.416666666666667,,,,,1.0,,,,0.0,
1985,1301,1385,0,-1,-0.21034482758620687,-2.13333333333334,0.8758620689655174,-3.0091954022988503,-0.08333333333333337,-4.499999999999999,,,,,2.0,,,,0.0,
1985,1314,1437,0,2,0.08676307007786432,3.2591768631813096,0.3036707452725267,2.9555061179087883,0.25,10.0,,,,,-6.0,,,,0.0,
1985,1207,1385,1,-3,0.025925925925925908,-0.3925925925925924,-4.3259259259259295,3.9333333333333336,0.08333333333333326,6.583333333333334,,,,,0.0,,,,0.0,
1985,1272,1437,0,0,0.24137931034482762,3.6551724137931103,-2.103448275862064,5.7586206896551735,0.33333333333333337,9.666666666666668,,,,,-6.0,,,,0.0,
1985,1207,1437,0,-2,0.2707535121328225,4.257982120051096,-6.7190293742017815,10.977011494252874,0.41666666666666663,17.5,,,,,-7.0,,,,0.0,
1986,1133,1431,1,0,0.09375,3.65625,4.0625,-0.40625,0.08333333333333326,-3.416666666666666,,,,,-3.0,,,,-2.0,
1986,1177,1438,1,-1,-0.08374384236453203,-1.1625615763546762,0.9532019704433452,-2.11576354679803,-0.08333333333333331,1.0,,,,,7.0,,,,1.0,
1986,1181,1290,1,8,0.248868778280543,7.737556561085981,-0.011312217194571872,7.748868778280543,0.08333333333333337,-0.75,,,,,-15.0,,,,2.0,
1986,1207,1403,1,-2,0.18901660280970622,15.2618135376756,2.4176245210727956,12.84418901660281,0.0,8.916666666666666,,,,,-9.0,,,,5.0,0.8333333333333334
1986,1210,1265,1,2,0.19285714285714295,7.604761904761901,-0.56666666666667,8.17142857142857,-0.16666666666666674,-0.08333333333333393,,,,,-13.0,,,,4.0,
1986,1242,1299,1,8,0.1890909090909091,17.730909090909094,11.002424242424247,6.728484848484848,0.0,4.166666666666666,,,,,-15.0,,,,1.0,0.5
1986,1180,1257,0,-7,-0.17249417249417243,-3.181818181818187,4.834498834498831,-8.016317016317016,0.0,-3.749999999999999,,,,,13.0,,,,0.0,
1986,1261,1345,1,0,-0.06896551724137934,-1.5862068965517295,0.17241379310344485,-1.7586206896551726,-0.08333333333333331,0.16666666666666669,,,,,5.0,,,,0.0,0.0
1986,1123,1272,0,-2,-0.14905450500556172,-8.367074527252498,2.5228031145717438,-10.889877641824249,0.08333333333333326,-5.083333333333334,,,,,11.0,,,,-5.0,
1986,1277,1449,1,-2,0.1166666666666667,11.333333333333329,1.6714285714285637,9.661904761904761,0.16666666666666674,11.166666666666668,,,,,-7.0,,,,0.0,0.0
1986,1314,1428,1,3,0.16013824884792627,15.222350230414747,-0.4735023041474591,15.695852534562214,-0.16666666666666663,2.25,,,,,-11.0,,,,4.0,
1986,1318,1328,0,-1,0.12873563218390804,-12.42413793103448,-11.872413793103448,-0.5517241379310338,0.49999999999999994,11.25,,,,,9.0,,,,-3.0,-0.75
1986,1330,1452,1,-4,0.06332138590203107,-3.6391875746714533,-2.6403823178016737,-0.9988052568697725,0.08333333333333337,-4.75,,,,,-1.0,,,,1.0,
1986,1239,1396,0,-1,-0.1490147783251231,-1.5467980295566548,4.071428571428569,-5.618226600985222,0.0,-6.0,,,,,-1.0,,,,-2.0,
1986,1281,1412,0,-1,-0.07459677419354838,6.030241935483872,9.83568548387096,-3.805443548387097,-0.08333333333333331,-7.75,,,,,5.0,,,,-2.0,
1986,1437,1439,1,5,-0.10649087221095332,-9.645030425963498,-6.654158215010142,-2.990872210953347,0.08333333333333326,3.25,,,,,3.0,,,,5.0,1.0
1986,1104,1462,1,3,-0.11851851851851858,-3.1370370370370324,-2.774074074074079,-0.36296296296296227,-0.25,-3.583333333333333,,,,,-7.0,,,,3.0,
1986,1114,1323,1,3,-0.11481481481481481,1.2296296296296276,8.555555555555557,-7.325925925925926,0.08333333333333326,-3.833333333333332,,,,,11.0,,,,-2.0,
1986,1112,1120,0,2,0.09450830140485311,-3.6296296296296333,-4.693486590038319,1.0638569604086845,0.08333333333333337,3.2500000000000004,,,,,1.0,,,,-2.0,-0.6666666666666666
1986,1156,1231,1,-1,0.13888888888888884,12.11904761904762,2.1309523809523796,9.988095238095239,0.25,14.583333333333332,,,,,11.0,,,,0.0,
1986,1193,1228,0,0,0.10344827586206895,-7.620689655172413,-0.6551724137931032,-6.96551724137931,0.16666666666666674,0.08333333333333304,,,,,9.0,,,,-3.0,
1986,1235,1275,1,-1,-0.15608465608465605,-1.0714285714285694,2.6018518518518476,-3.6732804232804233,-0.16666666666666674,-5.666666666666667,,,,,-3.0,,,,0.0,0.0
1986,1172,1246,0,-5,-0.28784119106699746,-6.259305210918114,1.9379652605459015,-8.19727047146402,-0.16666666666666663,-3.333333333333334,,,,,15.0,,,,-3.0,
1986,1268,1337,1,1,-0.3054187192118226,-8.491379310344826,-2.7290640394088683,-5.762315270935961,-0.33333333333333326,-7.666666666666667,,,,,-7.0,,,,2.0,0.6666666666666666
1986,1103,1276,0,-4,-0.14206896551724135,-4.172413793103445,4.656551724137941,-8.828965517241379,-0.08333333333333337,-12.833333333333332,,,,,13.0,,,,-2.0,
1986,1298,1409,1,0,0.13793103448275856,11.172413793103445,5.03448275862069,6.137931034482759,0.33333333333333337,7.666666666666667,,,,,-3.0,,,,1.0,0.5
1986,1234,1301,0,-1,0.021164021164021163,3.1190476190476204,3.191798941798936,-0.07275132275132279,0.08333333333333331,2.666666666666667,,,,,5.0,,,,-3.0,-0.75
1986,1286,1385,0,-7,-0.43790849673202614,0.8540305010893263,12.648148148148152,-11.794117647058824,-0.25,-3.416666666666666,,,,,15.0,,,,-5.0,
1986,1350,1386,0,-1,-0.04022988505747127,-3.2862068965517324,-3.3988505747126396,0.11264367816091969,-0.25,-3.916666666666667,,,,,5.0,,,,0.0,
1986,1135,1393,0,-5,-0.24425287356321834,-9.397988505747122,5.630747126436773,-15.028735632183908,-0.16666666666666663,-4.166666666666667,,,,,13.0,,,,-2.0,
1986,1419,1424,0,-7,-0.20714285714285707,-7.678571428571431,-3.8214285714285694,-3.8571428571428568,-0.08333333333333337,-5.333333333333334,,,,,9.0,,,,-2.0,
1986,1304,1443,0,0,-0.11111111111111105,2.2592592592592666,5.333333333333336,-3.0740740740740735,-0.08333333333333326,-5.833333333333333,,,,,1.0,,,,0.0,
1986,1177,1328,1,-2,-0.16190476190476188,-17.41428571428571,-11.057142857142864,-6.357142857142858,0.0,-1.4166666666666667,,,,,8.0,,,,-3.0,-0.75
1986,1181,1330,1,7,0.20043572984749458,14.056644880174304,6.37472766884531,7.681917211328976,0.25,5.5,,,,,-7.0,,,,1.0,0.5
1986,1210,1437,1,-4,0.1823529411764706,4.5921568627450995,-2.860784313725496,7.452941176470588,0.0,1.6666666666666665,,,,,-8.0,,,,-2.0,-0.25
1986,1242,1396,1,4,0.08150470219435735,12.4012539184953,10.24242424242425,2.158829676071054,0.16666666666666663,4.5,,,,,-8.0,,,,0.0,0.0
1986,1133,1257,0,-1,0.14962121212121215,-6.963068181818187,-4.711174242424249,-2.2518939393939394,0.0,-4.416666666666666,,,,,5.0,,,,0.0,
1986,1261,1272,1,-2,-0.21802002224694106,-7.2981090100111174,1.8331479421579502,-9.131256952169078,-0.16666666666666669,-8.0,,,,,8.0,,,,-4.0,-0.8
1986,1207,1277,0,-1,-0.0092592592592593,-6.2037037037037095,-5.015873015873012,-1.1878306878306883,-0.16666666666666674,-1.4166666666666679,,,,,-1.0,,,,5.0,0.8333333333333334
1986,1314,1412,1,-1,0.15120967741935487,19.32056451612904,8.51310483870968,10.807459677419356,0.08333333333333337,-2.333333333333333,,,,,-3.0,,,,2.0,0.25
1986,1104,1228,1,1,0.04367816091954013,2.026436781609192,4.989655172413791,-2.963218390804597,0.0,0.41666666666666696,,,,,1.0,,,,0.0,0.0
1986,1120,1385,1,-7,-0.2527233115468409,-5.664488017429193,1.0555555555555571,-6.72004357298475,-0.16666666666666674,-4.5,,,,,7.0,,,,-2.0,-0.13333333333333341
1986,1156,1386,1,-3,0.05555555555555547,18.633333333333326,8.233333333333341,10.400000000000002,0.08333333333333337,9.5,,,,,8.0,,,,0.0,
1986,1235,1276,1,-2,-0.23243933588761168,-2.172413793103445,6.748403575989784,-8.920817369093232,-0.16666666666666674,-10.75,,,,,5.0,,,,-1.0,-0.5
1986,1246,1443,1,4,0.16248506571087218,6.488649940262846,-0.174432497013143,6.663082437275985,0.25,4.916666666666668,,,,,-7.0,,,,3.0,
1986,1298,1393,1,0,0.03448275862068961,-6.5862068965517295,-5.241379310344833,-1.3448275862068968,0.25,6.833333333333333,,,,,5.0,,,,0.0,0.0
1986,1114,1301,0,2,0.12857142857142856,9.719047619047629,9.82142857142857,-0.10238095238095202,0.49999999999999994,8.083333333333334,,,,,8.0,,,,-4.0,
1986,1268,1424,0,-6,-0.3339901477832512,-9.669950738916256,-3.3004926108374377,-6.369458128078817,-0.25,-4.250000000000001,,,,,1.0,,,,1.0,0.16666666666666663
1986,1120,1424,1,-8,-0.256084656084656,-7.798941798941797,-2.158730158730151,-5.640211640211639,-0.16666666666666674,-6.416666666666668,,,,,4.0,,,,1.0,0.16666666666666663
1986,1104,1246,0,-1,-0.1698924731182796,0.7817204301075265,5.622580645161285,-4.8408602150537625,-0.25,-3.416666666666667,,,,,4.0,,,,0.0,0.0
1986,1257,1314,1,2,-0.050830889540567026,-9.076246334310852,-0.1769305962854304,-8.899315738025416,0.33333333333333326,6.916666666666666,,,,,-1.0,,,,-4.0,
1986,1210,1261,0,1,0.17931034482758623,0.15402298850574425,-5.4804597701149405,5.634482758620689,0.24999999999999994,4.333333333333333,,,,,-9.0,,,,3.0,0.75
1986,1177,1181,0,-6,-0.3697478991596639,-11.067226890756302,-1.7689075630252091,-9.298319327731093,-0.5833333333333333,-7.749999999999999,,,,,11.0,,,,-1.0,-0.5
1986,1242,1277,1,5,0.15909090909090906,-2.4090909090909065,-2.32900432900432,-0.0800865800865811,0.16666666666666663,3.916666666666666,,,,,-4.0,,,,1.0,0.5
1986,1156,1298,0,-2,0.026819923371647514,12.229885057471265,8.080459770114949,4.149425287356323,0.0,5.0,,,,,7.0,,,,-2.0,
1986,1235,1301,0,-1,0.05820105820105825,4.785714285714292,7.673280423280417,-2.8875661375661377,0.24999999999999994,2.333333333333333,,,,,1.0,,,,-3.0,-0.75
1986,1120,1257,0,-6,-0.1582491582491582,-6.552188552188554,-1.6868686868686922,-4.865319865319865,-0.25,-6.75,,,,,6.0,,,,3.0,
1986,1246,1261,0,2,0.28253615127919907,0.07230255839822064,-7.736373748609559,7.808676307007786,0.49999999999999994,8.333333333333334,,,,,-10.0,,,,2.0,0.6666666666666666
1986,1181,1298,1,5,0.07910750507099396,4.24949290060853,4.8255578093306255,-0.5760649087221097,0.0,-4.833333333333334,,,,,-6.0,,,,0.0,0.0
1986,1242,1301,1,5,0.33766233766233766,10.876623376623385,5.063852813852819,5.812770562770562,0.5833333333333333,12.75,,,,,-5.0,,,,-2.0,-0.25
1986,1181,1242,1,1,0.03208556149732622,-0.7379679144384994,-0.8306595365419014,0.09269162210338777,0.0,-6.583333333333334,,,,,0.0,,,,0.0,0.0
1986,1257,1261,1,4,0.16718913270637403,3.8025078369906,-1.1713688610240212,4.973876698014629,0.49999999999999994,9.916666666666666,,,,,-9.0,,,,-1.0,
1986,1181,1257,0,1,0.15329768270944744,2.171122994652407,-0.8306595365419014,3.001782531194296,0.08333333333333337,-1.0,,,,,-1.0,,,,2.0,
1987,1104,1299,1,5,0.026666666666666727,4.0,5.913333333333334,-1.9133333333333322,0.0,-4.5,,,,,-13.0,,,,4.0,0.6666666666666666
1987,1120,1360,1,1,-0.2352216748768473,9.850985221674875,12.916256157635459,-3.0652709359605907,-0.49999999999999994,-14.166666666666668,,,,,-1.0,,,,7.0,
1987,1122,1228,1,-4,-0.1512820512820513,-1.8538461538461632,5.571794871794864,-7.425641025641025,0.0,-6.083333333333334,,,,,11.0,,,,-5.0,
1987,1181,1401,1,-1,0.1574712643678161,10.327586206896555,2.0758620689655203,8.251724137931035,0.16666666666666669,3.1666666666666665,,,,,-7.0,,,,8.0,
1987,1193,1231,0,1,-0.3743842364532019,-14.900246305418719,-3.492610837438434,-11.407635467980295,-0.33333333333333337,-3.666666666666667,,,,,15.0,,,,0.0,0.0
1987,1208,1243,0,1,-0.02279202279202286,-6.400284900284902,-4.7962962962962905,-1.6039886039886038,0.08333333333333337,-2.5,,,,,-1.0,,,,2.0,
1987,1276,1298,1,-2,-0.22619047619047628,9.783333333333331,14.240476190476201,-4.457142857142856,-0.41666666666666663,-6.916666666666667,,,,,1.0,,,,-2.0,-0.16666666666666663
1987,1140,1309,0,5,-0.20719602977667495,1.0496277915632675,8.929280397022339,-7.879652605459056,-0.25,-2.083333333333333,,,,,3.0,,,,0.0,
1987,1314,1335,1,5,0.4032258064516129,11.424317617865995,-4.161290322580641,15.58560794044665,0.25,7.583333333333334,,,,,-15.0,,,,6.0,0.7142857142857143
1987,1292,1323,0,-4,0.0013793103448276334,19.253793103448274,18.37379310344827,0.8799999999999999,-0.16666666666666674,-2.75,,,,,7.0,,,,-2.0,-0.3333333333333333
1987,1344,1412,1,2,0.09450830140485311,11.615581098339717,2.943805874840365,8.671775223499361,-0.08333333333333326,1.5833333333333335,,,,,-5.0,,,,-4.0,
1987,1267,1395,0,1,0.04022988505747127,10.294252873563224,9.03218390804598,1.2620689655172415,0.16666666666666663,4.0,,,,,9.0,,,,1.0,
1987,1141,1417,0,-4,-0.06923076923076932,-4.502564102564108,-5.04871794871795,0.546153846153846,0.0,-3.75,,,,,9.0,,,,0.0,
1987,1226,1424,0,-7,-0.5261437908496732,-26.347494553376904,-7.827886710239653,-18.519607843137255,-0.41666666666666663,-15.333333333333332,,,,,15.0,,,,-5.0,
1987,1438,1461,0,0,0.0,4.166666666666671,3.36666666666666,0.8000000000000007,-0.16666666666666663,-3.833333333333333,,,,,-7.0,,,,1.0,
1987,1281,1462,0,6,0.18028846153846156,-2.9807692307692264,-5.875,2.894230769230769,0.25,0.6666666666666665,,,,,-9.0,,,,0.0,0.0
1987,1177,1256,1,1,0.1878306878306879,6.128306878306887,-3.7420634920634868,9.87037037037037,0.08333333333333337,9.0,,,,,-11.0,,,,1.0,-0.16666666666666663
1987,1196,1301,1,-2,0.07135874877810355,5.9833822091886475,-3.2033235581622677,9.186705767350928,-0.16666666666666663,2.083333333333334,,,,,-5.0,,,,-8.0,
1987,1137,1207,0,1,-0.14245014245014243,2.915954415954417,11.015669515669515,-8.099715099715098,0.0,-3.999999999999999,,,,,15.0,,,,-8.0,
1987,1234,1365,1,1,0.3263546798029556,19.434729064039416,7.810344827586206,11.624384236453203,0.25,7.666666666666666,,,,,-13.0,,,,2.0,
1987,1222,1242,0,-5,-0.05787037037037035,-6.366898148148152,-8.273148148148145,1.90625,0.0,2.7500000000000004,,,,,7.0,,,,-7.0,
1987,1210,1261,0,-4,0.008928571428571397,1.3035714285714306,-0.3883928571428612,1.6919642857142856,-0.08333333333333326,1.7499999999999998,,,,,-3.0,,,,1.0,0.04761904761904767
1987,1155,1283,0,0,0.0,15.821428571428584,14.357142857142854,1.4642857142857135,-0.33333333333333337,-11.333333333333332,,,,,-9.0,,,,0.0,
1987,1246,1326,0,-2,0.04285714285714293,-16.904761904761898,-11.921428571428564,-4.983333333333333,0.08333333333333337,-2.0833333333333335,,,,,-1.0,,,,5.0,0.2142857142857143
1987,1328,1409,1,2,-0.04894327030033363,19.3959955506118,16.573971078976633,2.8220244716351495,-0.25,0.33333333333333304,,,,,-5.0,,,,4.0,0.6666666666666666
1987,1265,1338,0,-1,-0.07701149425287357,-14.795402298850576,-11.182758620689661,-3.612643678160919,0.25,6.333333333333333,,,,,11.0,,,,0.0,0.0
1987,1318,1345,0,3,-0.051851851851851816,0.5481481481481438,4.962962962962962,-4.414814814814815,0.08333333333333326,5.5,,,,,11.0,,,,0.0,0.0
1987,1385,1455,1,-3,0.03686635944700467,2.2695852534562277,-0.23041474654377225,2.5,-0.08333333333333326,-5.0,,,,,-5.0,,,,6.0,0.7142857142857143
1987,1204,1393,0,-3,-0.16359447004608285,-12.367511520737324,-4.131336405529964,-8.236175115207374,-0.16666666666666663,-5.333333333333334,,,,,13.0,,,,-4.0,
1987,1380,1396,0,-7,-0.31917211328976036,11.839869281045765,15.531590413943348,-3.6917211328976034,-0.08333333333333326,4.583333333333332,,,,,13.0,,,,-3.0,-0.5
1987,1112,1431,0,-1,-0.185960591133005,-3.3103448275862064,-1.87438423645321,-1.4359605911330044,-0.16666666666666674,-0.25,,,,,3.0,,,,-1.0,-0.3333333333333333
1987,1443,1452,1,3,-0.00909090909090915,9.824242424242414,6.548484848484854,3.2757575757575754,0.0,0.41666666666666785,,,,,3.0,,,,1.0,0.5
1987,1104,1309,1,4,-0.017948717948717885,-2.6923076923076934,0.19487179487180128,-2.887179487179486,0.0,0.41666666666666785,,,,,-5.0,,,,6.0,
1987,1181,1462,1,3,0.18567639257294433,0.5968169761273288,-7.724137931034477,8.320954907161802,0.0,-1.0,,,,,-8.0,,,,7.0,0.75
1987,1120,1231,0,1,-0.270935960591133,-0.9347290640394164,5.059113300492598,-5.99384236453202,-0.4166666666666667,-5.0,,,,,7.0,,,,6.0,0.7142857142857143
1987,1276,1314,0,-3,-0.2960829493087558,-3.9435483870967687,5.768433179723502,-9.711981566820278,-0.33333333333333326,-7.416666666666667,,,,,8.0,,,,-3.0,-0.2142857142857143
1987,1323,1395,1,0,-0.034482758620689724,-6.586206896551715,-5.448275862068961,-1.137931034482759,0.08333333333333337,2.25,,,,,1.0,,,,3.0,
1987,1122,1344,0,-3,-0.10875331564986734,-8.343501326259954,-0.7201591511936414,-7.6233421750663135,0.16666666666666663,1.9166666666666665,,,,,8.0,,,,0.0,
