Season,Label,Diff_FG3Pct,Diff_FGPct,Diff_FTPct,Diff_PossProxy,Diff_PriorTGames,Diff_PriorTWinRate,Diff_RegGames,Diff_RegLateScoreDiff,Diff_RegLateWinRate,Diff_RegPtsAgainst,Diff_RegPtsFor,Diff_RegScoreDiff,Diff_RegWinRate,Diff_SeedNum,Gender
1985,1,,,,,0.0,,2,-0.75,0.25,-11.530012771392087,-15.52745849297574,-3.997445721583653,0.12388250319284799,-1.0,M
1985,0,,,,,0.0,,0,-5.083333333333333,-0.16666666666666663,-0.3999999999999915,-1.9000000000000057,-1.5,-0.1333333333333333,9.0,M
1985,1,,,,,0.0,,3,-1.0,-0.08333333333333337,1.3666666666666671,1.981481481481481,0.6148148148148147,0.033333333333333326,-3.0,M
1985,1,,,,,0.0,,-3,-0.833333333333333,-0.25,6.684350132625994,5.781167108753323,-0.9031830238726792,-0.14323607427055696,5.0,M
1985,1,,,,,0.0,,2,3.999999999999999,-0.16666666666666674,-2.3627075351213165,3.5747126436781542,5.937420178799489,0.017879948914431676,-11.0,M
1985,1,,,,,0.0,,-2,-3.416666666666667,0.0,-3.676883780332048,0.48914431673053116,4.166028097062579,0.11749680715197963,-5.0,M
1985,1,,,,,0.0,,3,-3.0,-0.08333333333333337,-9.4873271889401,-8.132488479262676,1.35483870967742,0.05990783410138245,-13.0,M
1985,1,,,,,0.0,,3,-2.666666666666666,-0.33333333333333337,-11.966589861751153,-8.881336405529964,3.0852534562211984,0.027649769585253448,-11.0,M
1985,1,,,,,0.0,,5,-1.9166666666666665,-0.25,-2.3982683982683994,-0.9783549783549859,1.4199134199134198,0.023809523809523725,-7.0,M
1985,1,,,,,0.0,,3,1.5,0.08333333333333337,-2.57957559681698,6.791777188328922,9.37135278514589,0.39655172413793105,-13.0,M
1985,0,,,,,0.0,,0,-6.416666666666667,-0.16666666666666663,-4.392857142857153,-11.857142857142861,-7.4642857142857135,-0.2142857142857143,15.0,M
1985,0,,,,,0.0,,0,-7.166666666666668,-0.25,1.7857142857142918,-4.142857142857139,-5.928571428571428,-0.1428571428571428,-9.0,M
1985,1,,,,,0.0,,1,-1.0,-0.08333333333333337,-9.545566502463046,-4.035714285714292,5.509852216748768,0.011083743842364546,-11.0,M
1985,0,,,,,0.0,,-2,3.0,-0.08333333333333337,-3.896551724137936,-2.1264367816091863,1.7701149425287364,-0.05747126436781613,3.0,M
1985,0,,,,,0.0,,-2,0.5,-0.08333333333333326,4.407142857142858,6.359523809523807,1.9523809523809526,-0.05476190476190468,3.0,M
1985,0,,,,,0.0,,0,-2.1666666666666665,-0.08333333333333326,6.275862068965509,6.655172413793096,0.3793103448275854,0.06896551724137923,-5.0,M
1985,0,,,,,0.0,,1,-3.333333333333334,0.0,6.401075268817202,1.598924731182791,-4.802150537634409,-0.22043010752688175,13.0,M
1985,0,,,,,0.0,,-1,2.5,0.08333333333333337,-2.1859605911329965,-1.9470443349753594,0.23891625615763612,0.023399014778325178,1.0,M
1985,1,,,,,0.0,,-1,-0.9166666666666665,-0.08333333333333337,-3.7448275862068954,-5.688505747126442,-1.9436781609195406,-0.1459770114942529,8.0,M
1985,1,,,,,0.0,,-2,10.583333333333332,0.08333333333333326,2.418901660280973,10.120051085568335,7.701149425287356,0.09833971902937422,-7.0,M
1985,1,,,,,0.0,,-2,-10.0,-0.33333333333333326,-9.316666666666663,-17.05952380952381,-7.742857142857142,-0.3285714285714286,8.0,M
1985,1,,,,,0.0,,0,6.833333333333334,0.33333333333333326,-8.285714285714292,-0.2857142857142918,8.0,0.25,1.0,M
1985,1,,,,,0.0,,0,11.666666666666668,0.5833333333333333,11.766666666666666,9.86666666666666,-1.8999999999999995,0.10000000000000009,-1.0,M
1985,1,,,,,0.0,,3,2.666666666666667,0.0,4.8110599078341,4.8847926267281,0.07373271889400979,0.027649769585253448,-5.0,M
1985,0,,,,,0.0,,-3,-5.916666666666667,-0.25,-10.903703703703698,-18.240740740740733,-7.337037037037038,-0.09259259259259267,8.0,M
1985,0,,,,,0.0,,3,-3.249999999999999,-0.25,-2.70303030303031,-10.800000000000011,-8.096969696969696,-0.26363636363636367,8.0,M
1985,1,,,,,0.0,,0,-3.333333333333334,-0.16666666666666674,-1.8666666666666671,-3.933333333333337,-2.0666666666666673,-0.13333333333333341,5.0,M
1985,1,,,,,0.0,,-3,-3.999999999999999,-0.08333333333333326,1.7188328912466773,-4.356763925729439,-6.075596816976128,-0.14323607427055696,8.0,M
1985,1,,,,,0.0,,2,2.25,0.16666666666666663,-6.348164627363744,-2.889877641824242,3.4582869855394893,0.05005561735261399,-5.0,M
1985,0,,,,,0.0,,-4,-4.0,0.0,10.830346475507774,9.366786140979698,-1.4635603345280774,-0.03823178016726403,3.0,M
1985,1,,,,,0.0,,5,-7.5,-0.33333333333333337,-1.2911255411255382,-6.335497835497833,-5.044372294372294,-0.15476190476190477,-8.0,M
1985,1,,,,,0.0,,-1,4.583333333333334,0.16666666666666674,2.9896551724137908,9.10459770114943,6.114942528735633,0.16321839080459777,-5.0,M
1985,1,,,,,0.0,,0,-1.333333333333333,0.08333333333333337,-0.7931034482758577,0.41379310344827047,1.206896551724137,0.0,-8.0,M
1985,0,,,,,0.0,,-1,14.083333333333334,0.5,2.3140394088670035,8.267241379310349,5.95320197044335,0.23768472906403948,-7.0,M
1985,1,,,,,0.0,,-3,3.666666666666666,-0.08333333333333337,-18.992592592592587,-10.092592592592581,8.899999999999999,0.09259259259259256,-3.0,M
1985,1,,,,,0.0,,0,-2.75,0.08333333333333337,4.193548387096776,2.677419354838719,-1.516129032258064,0.032258064516129004,-1.0,M
1985,0,,,,,0.0,,-3,-3.5,-0.25,4.92572944297082,-0.25331564986737476,-5.179045092838197,-0.28116710875331563,9.0,M
1985,0,,,,,0.0,,-2,-1.833333333333334,0.0,-11.711904761904762,-12.333333333333329,-0.6214285714285719,0.09523809523809523,4.0,M
1985,0,,,,,0.0,,1,3.999999999999999,-0.08333333333333337,-4.57586206896552,-5.5,-0.9241379310344824,0.010344827586206806,4.0,M
1985,0,,,,,0.0,,-2,-4.166666666666666,-0.08333333333333337,-0.44160177975527404,-4.397107897664071,-3.955506117908788,-0.12124582869855394,9.0,M
1985,0,,,,,0.0,,-2,-6.5,-0.25,-1.1500000000000057,-10.526190476190479,-9.376190476190475,-0.3285714285714286,11.0,M
1985,0,,,,,0.0,,4,4.083333333333334,0.0,-0.7628004179728265,0.3960292580982241,1.158829676071056,0.011494252873563204,-3.0,M
1985,1,,,,,0.0,,-4,10.25,0.16666666666666663,-1.474313022700116,4.837514934289132,6.311827956989246,0.15173237753882918,-1.0,M
1985,1,,,,,0.0,,-1,-3.416666666666667,-0.08333333333333326,-11.843678160919538,-14.695402298850567,-2.8517241379310345,0.06321839080459768,1.0,M
1985,0,,,,,0.0,,-1,-4.499999999999999,-0.08333333333333337,0.8758620689655174,-2.13333333333334,-3.0091954022988503,-0.21034482758620687,2.0,M
1985,0,,,,,0.0,,2,10.0,0.25,0.3036707452725267,3.2591768631813096,2.9555061179087883,0.08676307007786432,-6.0,M
1985,1,,,,,0.0,,-3,6.583333333333334,0.08333333333333326,-4.3259259259259295,-0.3925925925925924,3.9333333333333336,0.025925925925925908,0.0,M
1985,0,,,,,0.0,,0,9.666666666666668,0.33333333333333337,-2.103448275862064,3.6551724137931103,5.7586206896551735,0.24137931034482762,-6.0,M
1985,0,,,,,0.0,,-2,17.5,0.41666666666666663,-6.7190293742017815,4.257982120051096,10.977011494252874,0.2707535121328225,-7.0,M
1986,1,,,,,-2.0,,0,-3.416666666666666,0.08333333333333326,4.0625,3.65625,-0.40625,0.09375,-3.0,M
1986,1,,,,,1.0,,-1,1.0,-0.08333333333333331,0.9532019704433452,-1.1625615763546762,-2.11576354679803,-0.08374384236453203,7.0,M
1986,1,,,,,2.0,,8,-0.75,0.08333333333333337,-0.011312217194571872,7.737556561085981,7.748868778280543,0.248868778280543,-15.0,M
1986,1,,,,,5.0,0.8333333333333334,-2,8.916666666666666,0.0,2.4176245210727956,15.2618135376756,12.84418901660281,0.18901660280970622,-9.0,M
1986,1,,,,,4.0,,2,-0.08333333333333393,-0.16666666666666674,-0.56666666666667,7.604761904761901,8.17142857142857,0.19285714285714295,-13.0,M
1986,1,,,,,1.0,0.5,8,4.166666666666666,0.0,11.002424242424247,17.730909090909094,6.728484848484848,0.1890909090909091,-15.0,M
1986,0,,,,,0.0,,-7,-3.749999999999999,0.0,4.834498834498831,-3.181818181818187,-8.016317016317016,-0.17249417249417243,13.0,M
1986,1,,,,,0.0,0.0,0,0.16666666666666669,-0.08333333333333331,0.17241379310344485,-1.5862068965517295,-1.7586206896551726,-0.06896551724137934,5.0,M
1986,0,,,,,-5.0,,-2,-5.083333333333334,0.08333333333333326,2.5228031145717438,-8.367074527252498,-10.889877641824249,-0.14905450500556172,11.0,M
1986,1,,,,,0.0,0.0,-2,11.166666666666668,0.16666666666666674,1.6714285714285637,11.333333333333329,9.661904761904761,0.1166666666666667,-7.0,M
1986,1,,,,,4.0,,3,2.25,-0.16666666666666663,-0.4735023041474591,15.222350230414747,15.695852534562214,0.16013824884792627,-11.0,M
1986,0,,,,,-3.0,-0.75,-1,11.25,0.49999999999999994,-11.872413793103448,-12.42413793103448,-0.5517241379310338,0.12873563218390804,9.0,M
1986,1,,,,,1.0,,-4,-4.75,0.08333333333333337,-2.6403823178016737,-3.6391875746714533,-0.9988052568697725,0.06332138590203107,-1.0,M
1986,0,,,,,-2.0,,-1,-6.0,0.0,4.071428571428569,-1.5467980295566548,-5.618226600985222,-0.1490147783251231,-1.0,M
1986,0,,,,,-2.0,,-1,-7.75,-0.08333333333333331,9.83568548387096,6.030241935483872,-3.805443548387097,-0.07459677419354838,5.0,M
1986,1,,,,,5.0,1.0,5,3.25,0.08333333333333326,-6.654158215010142,-9.645030425963498,-2.990872210953347,-0.10649087221095332,3.0,M
1986,1,,,,,3.0,,3,-3.583333333333333,-0.25,-2.774074074074079,-3.1370370370370324,-0.36296296296296227,-0.11851851851851858,-7.0,M
1986,1,,,,,-2.0,,3,-3.833333333333332,0.08333333333333326,8.555555555555557,1.2296296296296276,-7.325925925925926,-0.11481481481481481,11.0,M
1986,0,,,,,-2.0,-0.6666666666666666,2,3.2500000000000004,0.08333333333333337,-4.693486590038319,-3.6296296296296333,1.0638569604086845,0.09450830140485311,1.0,M
1986,1,,,,,0.0,,-1,14.583333333333332,0.25,2.1309523809523796,12.11904761904762,9.988095238095239,0.13888888888888884,11.0,M
1986,0,,,,,-3.0,,0,0.08333333333333304,0.16666666666666674,-0.6551724137931032,-7.620689655172413,-6.96551724137931,0.10344827586206895,9.0,M
1986,1,,,,,0.0,0.0,-1,-5.666666666666667,-0.16666666666666674,2.6018518518518476,-1.0714285714285694,-3.6732804232804233,-0.15608465608465605,-3.0,M
1986,0,,,,,-3.0,,-5,-3.333333333333334,-0.16666666666666663,1.9379652605459015,-6.259305210918114,-8.19727047146402,-0.28784119106699746,15.0,M
1986,1,,,,,2.0,0.6666666666666666,1,-7.666666666666667,-0.33333333333333326,-2.7290640394088683,-8.491379310344826,-5.762315270935961,-0.3054187192118226,-7.0,M
1986,0,,,,,-2.0,,-4,-12.833333333333332,-0.08333333333333337,4.656551724137941,-4.172413793103445,-8.828965517241379,-0.14206896551724135,13.0,M
1986,1,,,,,1.0,0.5,0,7.666666666666667,0.33333333333333337,5.03448275862069,11.172413793103445,6.137931034482759,0.13793103448275856,-3.0,M
1986,0,,,,,-3.0,-0.75,-1,2.666666666666667,0.08333333333333331,3.191798941798936,3.1190476190476204,-0.07275132275132279,0.021164021164021163,5.0,M
1986,0,,,,,-5.0,,-7,-3.416666666666666,-0.25,12.648148148148152,0.8540305010893263,-11.794117647058824,-0.43790849673202614,15.0,M
1986,0,,,,,0.0,,-1,-3.916666666666667,-0.25,-3.3988505747126396,-3.2862068965517324,0.11264367816091969,-0.04022988505747127,5.0,M
1986,0,,,,,-2.0,,-5,-4.166666666666667,-0.16666666666666663,5.630747126436773,-9.397988505747122,-15.028735632183908,-0.24425287356321834,13.0,M
1986,0,,,,,-2.0,,-7,-5.333333333333334,-0.08333333333333337,-3.8214285714285694,-7.678571428571431,-3.8571428571428568,-0.20714285714285707,9.0,M
1986,0,,,,,0.0,,0,-5.833333333333333,-0.08333333333333326,5.333333333333336,2.2592592592592666,-3.0740740740740735,-0.11111111111111105,1.0,M
1986,1,,,,,-3.0,-0.75,-2,-1.4166666666666667,0.0,-11.057142857142864,-17.41428571428571,-6.357142857142858,-0.16190476190476188,8.0,M
1986,1,,,,,1.0,0.5,7,5.5,0.25,6.37472766884531,14.056644880174304,7.681917211328976,0.20043572984749458,-7.0,M
1986,1,,,,,-2.0,-0.25,-4,1.6666666666666665,0.0,-2.860784313725496,4.5921568627450995,7.452941176470588,0.1823529411764706,-8.0,M
1986,1,,,,,0.0,0.0,4,4.5,0.16666666666666663,10.24242424242425,12.4012539184953,2.158829676071054,0.08150470219435735,-8.0,M
1986,0,,,,,0.0,,-1,-4.416666666666666,0.0,-4.711174242424249,-6.963068181818187,-2.2518939393939394,0.14962121212121215,5.0,M
1986,1,,,,,-4.0,-0.8,-2,-8.0,-0.16666666666666669,1.8331479421579502,-7.2981090100111174,-9.131256952169078,-0.21802002224694106,8.0,M
1986,0,,,,,5.0,0.8333333333333334,-1,-1.4166666666666679,-0.16666666666666674,-5.015873015873012,-6.2037037037037095,-1.1878306878306883,-0.0092592592592593,-1.0,M
1986,1,,,,,2.0,0.25,-1,-2.333333333333333,0.08333333333333337,8.51310483870968,19.32056451612904,10.807459677419356,0.15120967741935487,-3.0,M
1986,1,,,,,0.0,0.0,1,0.41666666666666696,0.0,4.989655172413791,2.026436781609192,-2.963218390804597,0.04367816091954013,1.0,M
1986,1,,,,,-2.0,-0.13333333333333341,-7,-4.5,-0.16666666666666674,1.0555555555555571,-5.664488017429193,-6.72004357298475,-0.2527233115468409,7.0,M
1986,1,,,,,0.0,,-3,9.5,0.08333333333333337,8.233333333333341,18.633333333333326,10.400000000000002,0.05555555555555547,8.0,M
1986,1,,,,,-1.0,-0.5,-2,-10.75,-0.16666666666666674,6.748403575989784,-2.172413793103445,-8.920817369093232,-0.23243933588761168,5.0,M
1986,1,,,,,3.0,,4,4.916666666666668,0.25,-0.174432497013143,6.488649940262846,6.663082437275985,0.16248506571087218,-7.0,M
1986,1,,,,,0.0,0.0,0,6.833333333333333,0.25,-5.241379310344833,-6.5862068965517295,-1.3448275862068968,0.03448275862068961,5.0,M
1986,0,,,,,-4.0,,2,8.083333333333334,0.49999999999999994,9.82142857142857,9.719047619047629,-0.10238095238095202,0.12857142857142856,8.0,M
1986,0,,,,,1.0,0.16666666666666663,-6,-4.250000000000001,-0.25,-3.3004926108374377,-9.669950738916256,-6.369458128078817,-0.3339901477832512,1.0,M
1986,1,,,,,1.0,0.16666666666666663,-8,-6.416666666666668,-0.16666666666666674,-2.158730158730151,-7.798941798941797,-5.640211640211639,-0.256084656084656,4.0,M
1986,0,,,,,0.0,0.0,-1,-3.416666666666667,-0.25,5.622580645161285,0.7817204301075265,-4.8408602150537625,-0.1698924731182796,4.0,M
1986,1,,,,,-4.0,,2,6.916666666666666,0.33333333333333326,-0.1769305962854304,-9.076246334310852,-8.899315738025416,-0.050830889540567026,-1.0,M
1986,0,,,,,3.0,0.75,1,4.333333333333333,0.24999999999999994,-5.4804597701149405,0.15402298850574425,5.634482758620689,0.17931034482758623,-9.0,M
1986,0,,,,,-1.0,-0.5,-6,-7.749999999999999,-0.5833333333333333,-1.7689075630252091,-11.067226890756302,-9.298319327731093,-0.3697478991596639,11.0,M
1986,1,,,,,1.0,0.5,5,3.916666666666666,0.16666666666666663,-2.32900432900432,-2.4090909090909065,-0.0800865800865811,0.15909090909090906,-4.0,M
1986,0,,,,,-2.0,,-2,5.0,0.0,8.080459770114949,12.229885057471265,4.149425287356323,0.026819923371647514,7.0,M
1986,0,,,,,-3.0,-0.75,-1,2.333333333333333,0.24999999999999994,7.673280423280417,4.785714285714292,-2.8875661375661377,0.05820105820105825,1.0,M
1986,0,,,,,3.0,,-6,-6.75,-0.25,-1.6868686868686922,-6.552188552188554,-4.865319865319865,-0.1582491582491582,6.0,M
1986,0,,,,,2.0,0.6666666666666666,2,8.333333333333334,0.49999999999999994,-7.736373748609559,0.07230255839822064,7.808676307007786,0.28253615127919907,-10.0,M
1986,1,,,,,0.0,0.0,5,-4.833333333333334,0.0,4.8255578093306255,4.24949290060853,-0.5760649087221097,0.07910750507099396,-6.0,M
1986,1,,,,,-2.0,-0.25,5,12.75,0.5833333333333333,5.063852813852819,10.876623376623385,5.812770562770562,0.33766233766233766,-5.0,M
1986,1,,,,,0.0,0.0,1,-6.583333333333334,0.0,-0.8306595365419014,-0.7379679144384994,0.09269162210338777,0.03208556149732622,0.0,M
1986,1,,,,,-1.0,,4,9.916666666666666,0.49999999999999994,-1.1713688610240212,3.8025078369906,4.973876698014629,0.16718913270637403,-9.0,M
1986,0,,,,,2.0,,1,-1.0,0.08333333333333337,-0.8306595365419014,2.171122994652407,3.001782531194296,0.15329768270944744,-1.0,M
1987,1,,,,,4.0,0.6666666666666666,5,-4.5,0.0,5.913333333333334,4.0,-1.9133333333333322,0.026666666666666727,-13.0,M
1987,1,,,,,7.0,,1,-14.166666666666668,-0.49999999999999994,12.916256157635459,9.850985221674875,-3.0652709359605907,-0.2352216748768473,-1.0,M
1987,1,,,,,-5.0,,-4,-6.083333333333334,0.0,5.571794871794864,-1.8538461538461632,-7.425641025641025,-0.1512820512820513,11.0,M
1987,1,,,,,8.0,,-1,3.1666666666666665,0.16666666666666669,2.0758620689655203,10.327586206896555,8.251724137931035,0.1574712643678161,-7.0,M
1987,0,,,,,0.0,0.0,1,-3.666666666666667,-0.33333333333333337,-3.492610837438434,-14.900246305418719,-11.407635467980295,-0.3743842364532019,15.0,M
1987,0,,,,,2.0,,1,-2.5,0.08333333333333337,-4.7962962962962905,-6.400284900284902,-1.6039886039886038,-0.02279202279202286,-1.0,M
1987,1,,,,,-2.0,-0.16666666666666663,-2,-6.916666666666667,-0.41666666666666663,14.240476190476201,9.783333333333331,-4.457142857142856,-0.22619047619047628,1.0,M
1987,0,,,,,0.0,,5,-2.083333333333333,-0.25,8.929280397022339,1.0496277915632675,-7.879652605459056,-0.20719602977667495,3.0,M
1987,1,,,,,6.0,0.7142857142857143,5,7.583333333333334,0.25,-4.161290322580641,11.424317617865995,15.58560794044665,0.4032258064516129,-15.0,M
1987,0,,,,,-2.0,-0.3333333333333333,-4,-2.75,-0.16666666666666674,18.37379310344827,19.253793103448274,0.8799999999999999,0.0013793103448276334,7.0,M
1987,1,,,,,-4.0,,2,1.5833333333333335,-0.08333333333333326,2.943805874840365,11.615581098339717,8.671775223499361,0.09450830140485311,-5.0,M
1987,0,,,,,1.0,,1,4.0,0.16666666666666663,9.03218390804598,10.294252873563224,1.2620689655172415,0.04022988505747127,9.0,M
1987,0,,,,,0.0,,-4,-3.75,0.0,-5.04871794871795,-4.502564102564108,0.546153846153846,-0.06923076923076932,9.0,M
1987,0,,,,,-5.0,,-7,-15.333333333333332,-0.41666666666666663,-7.827886710239653,-26.347494553376904,-18.519607843137255,-0.5261437908496732,15.0,M
1987,0,,,,,1.0,,0,-3.833333333333333,-0.16666666666666663,3.36666666666666,4.166666666666671,0.8000000000000007,0.0,-7.0,M
1987,0,,,,,0.0,0.0,6,0.6666666666666665,0.25,-5.875,-2.9807692307692264,2.894230769230769,0.18028846153846156,-9.0,M
1987,1,,,,,1.0,-0.16666666666666663,1,9.0,0.08333333333333337,-3.7420634920634868,6.128306878306887,9.87037037037037,0.1878306878306879,-11.0,M
1987,1,,,,,-8.0,,-2,2.083333333333334,-0.16666666666666663,-3.2033235581622677,5.9833822091886475,9.186705767350928,0.07135874877810355,-5.0,M
1987,0,,,,,-8.0,,1,-3.999999999999999,0.0,11.015669515669515,2.915954415954417,-8.099715099715098,-0.14245014245014243,15.0,M
1987,1,,,,,2.0,,1,7.666666666666666,0.25,7.810344827586206,19.434729064039416,11.624384236453203,0.3263546798029556,-13.0,M
1987,0,,,,,-7.0,,-5,2.7500000000000004,0.0,-8.273148148148145,-6.366898148148152,1.90625,-0.05787037037037035,7.0,M
1987,0,,,,,1.0,0.04761904761904767,-4,1.7499999999999998,-0.08333333333333326,-0.3883928571428612,1.3035714285714306,1.6919642857142856,0.008928571428571397,-3.0,M
1987,0,,,,,0.0,,0,-11.333333333333332,-0.33333333333333337,14.357142857142854,15.821428571428584,1.4642857142857135,0.0,-9.0,M
1987,0,,,,,5.0,0.2142857142857143,-2,-2.0833333333333335,0.08333333333333337,-11.921428571428564,-16.904761904761898,-4.983333333333333,0.04285714285714293,-1.0,M
1987,1,,,,,4.0,0.6666666666666666,2,0.33333333333333304,-0.25,16.573971078976633,19.3959955506118,2.8220244716351495,-0.04894327030033363,-5.0,M
1987,0,,,,,0.0,0.0,-1,6.333333333333333,0.25,-11.182758620689661,-14.795402298850576,-3.612643678160919,-0.07701149425287357,11.0,M
1987,0,,,,,0.0,0.0,3,5.5,0.08333333333333326,4.962962962962962,0.5481481481481438,-4.414814814814815,-0.051851851851851816,11.0,M
1987,1,,,,,6.0,0.7142857142857143,-3,-5.0,-0.08333333333333326,-0.23041474654377225,2.2695852534562277,2.5,0.03686635944700467,-5.0,M
1987,0,,,,,-4.0,,-3,-5.333333333333334,-0.16666666666666663,-4.131336405529964,-12.367511520737324,-8.236175115207374,-0.16359447004608285,13.0,M
1987,0,,,,,-3.0,-0.5,-7,4.583333333333332,-0.08333333333333326,15.531590413943348,11.839869281045765,-3.6917211328976034,-0.31917211328976036,13.0,M
1987,0,,,,,-1.0,-0.3333333333333333,-1,-0.25,-0.16666666666666674,-1.87438423645321,-3.3103448275862064,-1.4359605911330044,-0.185960591133005,3.0,M
1987,1,,,,,1.0,0.5,3,0.41666666666666785,0.0,6.548484848484854,9.824242424242414,3.2757575757575754,-0.00909090909090915,3.0,M
1987,1,,,,,6.0,,4,0.41666666666666785,0.0,0.19487179487180128,-2.6923076923076934,-2.887179487179486,-0.017948717948717885,-5.0,M
1987,1,,,,,7.0,0.75,3,-1.0,0.0,-7.724137931034477,0.5968169761273288,8.320954907161802,0.18567639257294433,-8.0,M
1987,0,,,,,6.0,0.7142857142857143,1,-5.0,-0.4166666666666667,5.059113300492598,-0.9347290640394164,-5.99384236453202,-0.270935960591133,7.0,M
1987,0,,,,,-3.0,-0.2142857142857143,-3,-7.416666666666667,-0.33333333333333326,5.768433179723502,-3.9435483870967687,-9.711981566820278,-0.2960829493087558,8.0,M
1987,1,,,,,3.0,,0,2.25,0.08333333333333337,-5.448275862068961,-6.586206896551715,-1.137931034482759,-0.034482758620689724,1.0,M
1987,0,,,,,0.0,,-3,1.9166666666666665,0.16666666666666663,-0.7201591511936414,-8.343501326259954,-7.6233421750663135,-0.10875331564986734,8.0,M
1987,0,,,,,-5.0,,-8,-17.666666666666664,-0.5,-1.735294117647058,-15.280542986425345,-13.54524886877828,-0.3552036199095022,8.0,M
1987,0,,,,,0.0,,0,6.416666666666667,0.16666666666666663,6.299999999999997,7.233333333333334,0.9333333333333336,0.10000000000000009,-8.0,M
1987,1,,,,,-3.0,-0.2142857142857143,0,12.916666666666666,0.25,-2.250000000000007,5.75,8.0,0.2142857142857143,-3.0,M
1987,1,,,,,-2.0,,4,3.2500000000000004,-0.33333333333333337,1.2747909199522098,2.7072879330943778,1.4324970131421733,-0.17443249701314223,3.0,M
1987,1,,,,,6.0,0.25,-4,9.833333333333332,0.41666666666666663,-12.523076923076914,-9.064102564102555,3.4589743589743582,0.24615384615384617,-8.0,M
1987,1,,,,,-1.0,-0.3333333333333333,0,2.166666666666666,-0.08333333333333337,4.793103448275858,9.517241379310349,4.724137931034484,0.06896551724137923,-5.0,M
1987,1,,,,,7.0,,4,-12.0,-0.41666666666666663,10.267857142857146,4.254464285714292,-6.013392857142858,-0.1339285714285714,-8.0,M
1987,1,,,,,2.0,0.16666666666666663,-2,-11.333333333333334,-0.25,3.516544117647058,-6.257352941176464,-9.773897058823529,-0.3492647058823529,8.0,M
1987,1,,,,,5.0,0.6666666666666666,1,2.5,-0.25,5.977419354838702,6.324731182795702,0.34731182795698956,-0.05698924731182797,3.0,M
1987,1,,,,,2.0,0.0,-2,-2.083333333333334,-0.08333333333333337,4.592375366568916,3.145650048875865,-1.4467253176930601,0.04887585532746819,-8.0,M
1987,1,,,,,1.0,0.0357142857142857,-6,6.75,0.33333333333333326,-2.54807692307692,1.0504807692307736,3.5985576923076916,0.15865384615384615,-4.0,M
1987,1,,,,,4.0,0.380952380952381,2,4.583333333333334,0.08333333333333326,15.252502780867637,25.60734149054504,10.35483870967742,0.1446051167964405,-4.0,M
1987,0,,,,,6.0,,1,7.25,0.33333333333333326,-8.52528735632184,-7.689655172413794,0.8356321839080465,0.14252873563218393,-4.0,M
1987,0,,,,,-4.0,,0,-1.583333333333333,-0.25,-0.12903225806452667,2.322580645161281,2.451612903225806,-0.12903225806451613,4.0,M
1987,0,,,,,7.0,0.75,1,-3.2500000000000004,-0.25,-2.0098522167487687,-3.279556650246306,-1.2697044334975374,-0.13300492610837433,4.0,M
1987,1,,,,,-4.0,-0.6666666666666666,-2,2.833333333333333,0.25,-6.367074527252498,-2.430478309232484,3.936596218020023,0.15239154616240258,-4.0,M
