ID,Season,TeamA,TeamB,Label,Diff_Games,Diff_Wins,Diff_PtsFor,Diff_PtsAgainst,Diff_FGM,Diff_FGA,Diff_FGM3,Diff_FGA3,Diff_FTM,Diff_FTA,Diff_OR,Diff_DR,Diff_Ast,Diff_TO,Diff_Stl,Diff_Blk,Diff_PF,Diff_NumOT,Diff_WinRate,Diff_ScoreDiff,Diff_FGPct,Diff_FG3Pct,Diff_FTPct,Diff_TotalReb,Diff_Poss,Diff_OffEff,Diff_DefEff,Diff_NetEff,Diff_TourneyApps,Diff_TourneyWinRate,Diff_TourneyAvgRound,Diff_TourneyMaxRound,Diff_TourneyChampions,Diff_TourneyFinalFour,Diff_TourneySweetSixteen,Diff_TourneyAvgSeed,Diff_WinRate_H,Diff_WinRate_A,Diff_WinRate_N,Diff_HomeAdvantage,Diff_ConfStrengthIndex,Diff_ConfAvgScoreDiff,Diff_LateWinRate,Diff_LastNWinRate,Diff_LastNScoreDiff,Diff_WinRateTrend,Diff_RecentWinRate,Diff_SeedNum,Diff_SeedWinRate,Diff_RankMean,Diff_RankMedian,Diff_AvgRankPct,Diff_MidSeasonChange,Diff_CoachTourneyWins,Diff_CoachTourneyWinRate
2022_1120_1274,2022,1120,1274,0.0,-1.0,4.0,3.900568181818187,-3.999053030303031,0.36174242424242564,5.926136363636367,0.8219696969696972,4.6780303030303045,2.3551136363636367,3.4573863636363633,3.976325757575758,4.1126893939393945,0.53125,2.3532196969696972,0.05397727272727337,4.9043560606060606,3.5918560606060606,0.0946969696969697,0.14678030303030298,7.899621212121218,-0.03891571982915054,-0.03265800690953419,-0.010665510882220453,8.089015151515152,5.8242803030303065,-3.3939006097956224,-13.652754387358684,10.258853777563061,2.0,0.06196581196581197,0.10042735042735051,0.0,0.0,1.0,3.0,0.1623931623931627,0.33333333333333337,-0.13333333333333341,0.16666666666666663,0.4666666666666668,0.04548999334580739,1.722663535599969,0.16666666666666663,-0.09999999999999998,0.5999999999999996,0.03809523809523807,0.05303030303030298,-8.0,0.32675526024363233,-47.71428571428571,-47.0,0.13113942334721562,0.0,5.0,0.007407407407407418
2022_1124_1313,2022,1124,1313,1.0,5.0,5.0,3.6111111111111143,-2.337962962962962,2.8483796296296298,4.875,1.0115740740740744,2.8946759259259274,-3.0972222222222214,-4.513888888888889,2.3391203703703702,-3.6574074074074083,3.7696759259259256,-1.6296296296296298,2.8125,0.10995370370370372,-1.8599537037037024,0.03125,0.03472222222222221,5.949074074074076,0.010510033353975878,0.0005597811080151893,0.002410254537486778,-1.318287037037038,-1.0798611111111143,6.794257203123834,-1.9114997685284152,8.70575697165225,10.0,0.2843137254901961,0.6666666666666667,4.0,1.0,2.0,9.0,-11.72549019607843,-0.11764705882352944,0.18881118881118886,-0.25,-0.3064582476347183,0.4408395440325218,9.823029499599345,-0.21568627450980393,-0.20000000000000007,-8.7,-0.615686274509804,-0.09090909090909094,-15.0,0.6304821150855366,-166.14285714285714,-163.0,0.4566461676851288,0.0,20.0,0.38636363636363635
2022_1124_1314,2022,1124,1314,0.0,-1.0,2.0,-1.0151515151515156,-8.102272727272734,0.5823863636363633,-0.15530303030303116,-0.3352272727272734,0.12026515151515227,-1.8446969696969688,-0.7159090909090899,1.6657196969696972,-4.886363636363637,1.0255681818181817,0.6666666666666661,3.4185606060606064,-0.4422348484848486,1.4801136363636367,-0.029356060606060608,0.08522727272727271,7.087121212121218,0.010722172717058609,-0.016490734224724413,-0.07435257823891639,-3.2206439393939377,-1.46935606060606,0.8462409786440901,-9.515711555316628,10.361952533960718,-22.0,-0.13807813201616526,-0.6335877862595418,0.0,-5.0,-16.0,-52.0,1.2388863942523578,0.0,0.0,0.55,0.0,0.10708316560407571,3.393065811613013,-0.07017543859649122,-0.10000000000000009,-3.8000000000000003,-0.3558897243107769,-0.022727272727272707,-7.0,0.41504093861494834,-25.714285714285715,-25.0,0.07066634664037263,0.0,13.0,-0.09090909090909094
2022_1129_1272,2022,1129,1272,0.0,2.0,5.0,-7.298142717497555,-7.508308895405676,-2.693059628543498,-2.801564027370482,0.8592375366568916,3.417399804496579,-2.771260997067449,-2.8484848484848477,-2.276637341153471,-1.1407624633431084,-4.731182795698926,-4.715542521994134,-2.830889540566959,-2.2228739002932554,-3.6793743890518087,0.09090909090909091,0.11045943304007821,0.2101661779081212,-0.025253412945716702,-0.017475799896549182,-0.04176565574074764,-3.4173998044965828,-6.493802541544483,-0.7098566061377767,-2.0106771292112455,1.3008205230734688,-12.0,-0.5714285714285714,-1.4557823129251704,-5.0,-1.0,-3.0,-15.0,7.510204081632653,-0.06666666666666665,0.27272727272727276,0.2571428571428571,-0.3393939393939394,-0.0036289421542656797,-0.7002245439401522,0.12777777777777777,0.0,-0.9000000000000004,0.050854700854700896,-0.0641025641025641,-1.0,0.03559621523027817,0.7142857142857117,2.0,-0.001975297429842815,0.0,-1.0,-0.25
2022_1136_1460,2022,1136,1460,0.0,-3.0,1.0,1.2818181818181813,1.760606060606051,-0.7909090909090928,3.1121212121212096,1.996969696969698,7.9757575757575765,0.8666666666666671,1.9939393939393923,1.496969696969698,3.284848484848485,-0.3212121212121204,0.9818181818181806,0.5757575757575752,1.290909090909091,2.25151515151515,0.06666666666666667,0.09393939393939388,-0.47878787878786966,-0.036230978909559286,-0.02350848385331139,-0.03261652264990822,4.781818181818185,3.4743030303030196,-3.330865018777928,-2.439875554885816,-0.8909894638921116,-2.0,-0.2,-0.30000000000000004,0.0,0.0,0.0,0.0,0.3000000000000007,0.1428571428571429,0.0,0.09999999999999998,0.1428571428571429,-0.05570381959052062,-1.1646758111239452,0.24117647058823533,0.20000000000000007,3.5999999999999996,0.3180995475113123,0.14743589743589736,0.0,0.0,0.8571428571428612,-8.0,-0.0023796549770576103,0.0,-1.0,-0.16666666666666666
2022_1151_1228,2022,1151,1228,0.0,1.0,3.0,-2.680443548387103,-1.8639112903225765,0.010080645161291812,-0.9969758064516157,-1.475806451612904,-2.379032258064516,-1.224798387096774,-3.02016129032258,-1.12399193548387,-2.326612903225808,-2.949596774193548,-0.8235887096774199,1.901209677419355,-0.84375,-0.5110887096774199,-0.0020161290322580627,0.07157258064516125,-0.8165322580645267,0.007971738792485417,-0.0264780149247415,0.05838754325259521,-3.4506048387096797,-2.025443548387102,-0.6615483725750408,0.20524758395013976,-0.8667959565251806,-18.0,-0.375558867362146,-0.6944858420268256,-3.0,-1.0,-3.0,-13.0,10.032786885245901,-0.043269230769230727,0.11363636363636365,0.5,-0.15690559440559437,-0.1273313224754049,-3.6629568024246835,0.14241486068111453,0.20000000000000007,5.3999999999999995,0.15889837716463096,0.11363636363636365,9.0,-0.4142506142506142,53.71428571428571,55.0,-0.14764240088915404,0.0,-8.0,-0.47058823529411764
2022_1159_1458,2022,1159,1458,0.0,2.0,-2.0,4.714565004887589,1.087976539589448,2.4545454545454533,-0.8631476050830926,3.1749755620723352,3.204301075268816,-3.3695014662756613,-3.5151515151515156,-0.35777126099706713,1.529814271749757,5.939393939393938,2.4897360703812303,0.9217986314760509,0.7390029325513194,-2.301075268817206,-0.0019550342130987275,-0.10752688172043012,3.6265884652981413,0.0487552147574401,0.0892644947857747,-0.04917618837194626,1.172043010752688,0.4376930596285291,6.25495920676326,0.965689820105581,5.289269386657679,-19.0,-0.5873015873015873,-1.0793650793650795,-5.0,-1.0,-4.0,-18.0,9.666666666666668,0.18333333333333335,-0.3737373737373738,,0.5570707070707072,-0.27235005896074205,-5.841513210097468,0.24411764705882344,0.30000000000000004,11.2,0.8704912734324497,0.33333333333333337,11.0,-0.5150034724716814,104.14285714285714,100.0,-0.28622892259255883,0.0,-7.0,-0.5
2022_1161_1276,2022,1161,1276,0.0,-2.0,7.0,0.2091212458286975,-4.008898776418249,-0.7174638487208007,-3.181312569521687,1.2658509454949947,2.635150166852057,0.37819799777530605,-0.12124582869855516,-2.7764182424916575,-0.036707452725252665,-0.09010011123470463,-1.5105672969966637,1.432703003337041,-0.027808676307007563,-0.548387096774194,0.06896551724137931,0.2791991101223582,4.218020022246947,0.014118098579965987,0.01737229123725703,0.028194181277432784,-2.813125695216911,-1.9688097886540419,3.5602913395741353,-3.0076373220999812,6.567928661674117,-16.0,-0.3640350877192982,-1.2543859649122806,-4.0,-5.0,-10.0,-30.0,5.8201754385964914,0.261904761904762,0.20512820512820507,0.5,0.05677655677655691,-0.08289130520381027,-1.7443782602603342,0.18128654970760227,0.30000000000000004,2.7,-0.2802519118308593,0.21153846153846156,-5.0,0.07516497666183813,-4.428571428571427,1.0,0.012152349814687602,0.0,-3.0,-0.3142857142857143
2022_1163_1308,2022,1163,1308,0.0,3.0,0.0,3.635775862068968,-0.1885775862068897,1.6056034482758612,6.045258620689658,-0.0797413793103452,-1.7306034482758612,0.5043103448275854,-0.8114224137931032,2.5226293103448274,-0.2640086206896548,0.3793103448275854,-1.6971982758620694,1.2790948275862073,2.155172413793103,0.5021551724137936,0.12176724137931035,-0.0743534482758621,3.8243534482758577,-0.01850427215688749,0.02331239871249835,0.05660295016147332,2.2586206896551744,1.4684051724137959,3.0146492751214,-2.333879620702106,5.348528895823506,9.0,0.5816091954022988,1.4511494252873565,3.0,6.0,13.0,40.0,-8.132183908045977,0.04166666666666663,-0.25,-0.13333333333333341,0.29166666666666663,0.19460454129167637,4.074314204978327,-0.0935672514619883,0.0,-3.9,-0.04461620251093934,-0.13461538461538458,-7.0,0.18814894378804153,-55.14285714285714,-60.0,0.15157029118068077,0.0,14.0,0.6071428571428572
2022_1166_1242,2022,1166,1242,0.0,-1.0,-6.0,-9.557932263814621,-2.2076648841354682,-2.8894830659536552,-2.377005347593588,-0.4500891265597149,1.7308377896613187,-3.328877005347593,-4.680926916221036,-1.6987522281639933,2.33511586452763,-2.2896613190730832,1.334224598930481,-1.04812834224599,0.27718360071301174,-2.458110516934047,-0.027629233511586457,-0.1568627450980392,-7.350267379679153,-0.03053720387053721,-0.04874443390028471,0.004173838209982961,0.6363636363636402,-1.4036363636363802,-11.603561074453168,-1.228787557149019,-10.374773517304149,-20.0,-0.2819004524886878,-0.9642533936651583,-2.0,-6.0,-16.0,-51.0,5.323981900452489,-0.207843137254902,-0.054545454545454564,-0.1428571428571428,-0.15329768270944744,-0.07353047023607528,-2.43838305536824,-0.13032581453634084,-0.10000000000000009,-4.800000000000001,0.07846539425486798,-0.0714285714285714,8.0,-0.4506371538452265,43.0,42.0,-0.11817727726818639,0.0,-45.0,-0.22370370370370374
2022_1166_1361,2022,1166,1361,1.0,2.0,-1.0,3.739980449657864,8.261974584555226,2.0801564027370496,2.439882697947212,0.6647116324535682,4.977517106549364,-1.0850439882697938,-2.2805474095796683,0.0811339198435963,3.7487781036168144,1.3773216031280562,1.1055718475073313,-2.1202346041055717,-0.2854349951124151,-3.962854349951124,-0.003910068426197455,-0.07526881720430112,-4.521994134897362,0.017922459878853547,-0.051033857267498095,0.03365617433414059,3.829912023460416,2.4608797653958874,1.9166224240423304,8.895845709740883,-6.979223285698552,4.0,-0.02310924369747902,-0.3340336134453781,-2.0,-1.0,-2.0,-3.0,1.1113445378151265,-0.20000000000000007,0.045454545454545414,0.04761904761904767,-0.24545454545454548,0.06203066212171471,1.504042523526291,-0.10526315789473684,-0.10000000000000009,-4.5,-0.06954887218045114,-0.08571428571428574,1.0,-0.03559621523027817,19.28571428571428,19.0,-0.05299786793293282,0.0,5.0,-0.058461538461538454
2022_1168_1181,2022,1168,1181,0.0,-5.0,-9.0,-11.279918864097354,-1.147058823529406,-5.469574036511155,-5.971602434077077,-2.6592292089249483,-5.787018255578094,2.3184584178498984,2.2332657200811354,-1.2048681541582145,-4.358012170385397,-5.966531440162271,1.536511156186613,0.42596348884381285,-3.5101419878296145,2.5598377281947275,-0.029411764705882353,-0.16835699797160242,-10.132860040567948,-0.04659606186530463,-0.03229509833283417,0.03527094772021955,-5.56288032454361,-2.247586206896557,-12.999503739615179,1.565351721727552,-14.56485546134273,-35.0,-0.7676056338028169,-1.7464788732394365,-5.0,-9.0,-23.0,-70.0,12.779342723004694,-0.015151515151515138,-0.31818181818181823,-0.050000000000000044,0.3030303030303031,-0.18160842480354034,-3.4307448723911045,-0.02506265664160401,-0.10000000000000009,-4.7,0.3980142664353191,-0.09340659340659341,13.0,-0.6195670995670995,140.85714285714286,145.0,-0.3871301858314845,0.0,-101.0,-0.7709923664122137
2022_1172_1277,2022,1172,1277,0.0,-2.0,4.0,2.536764705882348,-2.628676470588232,0.15625,-2.099264705882355,1.4797794117647056,3.53125,0.7444852941176467,0.7371323529411775,-2.15625,-0.17463235294117752,-1.4191176470588243,-3.2996323529411757,-1.1985294117647056,-2.4650735294117645,-2.0974264705882355,0.03125,0.1654411764705882,5.16544117647058,0.020347437676598967,0.006479648578900099,0.010767045119607577,-2.330882352941174,-2.918308823529401,8.50615883894335,0.4216660115833406,8.084492827360009,-23.0,-0.45238095238095233,-0.955266955266955,-2.0,-2.0,-10.0,-37.0,7.9004329004329,0.12307692307692308,0.31468531468531474,0.04166666666666663,-0.19160839160839166,-0.11803445166531079,-2.2373165141018494,0.3263157894736843,0.29999999999999993,15.1,0.3596491228070176,0.3406593406593407,3.0,-0.08627906976744182,11.285714285714285,14.0,-0.031034982333683736,0.0,-56.0,-0.4633484162895927
2022_1174_1437,2022,1174,1437,0.0,0.0,-5.0,0.5151515151515156,7.242424242424235,1.212121212121211,-1.212121212121211,-1.9393939393939394,-4.878787878787879,0.030303030303031164,1.90909090909091,-1.2424242424242422,-1.0,0.3636363636363633,2.757575757575758,0.2424242424242422,1.4848484848484849,0.5757575757575761,0.030303030303030304,-0.1515151515151515,-6.7272727272727195,0.031617801177318994,-0.008920235266359933,-0.08087322408669317,-2.242424242424242,3.6278787878787995,-5.237904641118675,5.421883587536797,-10.659788228655472,-19.0,-0.6811594202898551,-1.391304347826087,-5.0,-3.0,-8.0,-25.0,9.159420289855072,-0.3076923076923077,-0.04395604395604402,-0.023809523809523725,-0.2637362637362637,-0.16625923033696022,-4.159930344853363,-0.21052631578947367,-0.20000000000000007,-0.40000000000000036,-0.13909774436090228,-0.19696969696969702,13.0,-0.6195670995670995,129.42857142857144,135.0,-0.3557221998780441,0.0,-34.0,-0.68
2022_1181_1277,2022,1181,1277,1.0,0.0,6.0,8.088235294117638,-1.294117647058826,3.6764705882352935,3.852941176470587,0.9999999999999991,3.235294117647058,-0.264705882352942,0.0588235294117645,0.9117647058823533,1.117647058823529,0.9999999999999982,-2.7941176470588225,0.6470588235294121,0.382352941176471,-3.2941176470588243,0.029411764705882353,0.17647058823529405,9.382352941176464,0.03153580424793195,-0.009984110603305674,-0.017785080133748465,2.029411764705884,0.17294117647060148,11.47581455582359,-2.1282139972827707,13.60402855310636,4.0,0.10093896713615025,0.36264048940105287,0.0,7.0,13.0,31.0,-2.3551002987622702,0.033333333333333326,0.3636363636363637,0.17500000000000004,-0.3303030303030304,-0.054413338450095994,-1.1950184929788157,0.2882205513784461,0.4,12.0,0.23181029496818967,0.35714285714285715,-5.0,0.2404761904761905,-20.428571428571427,-17.0,0.05613974769818908,0.0,42.0,0.07687471935339019
2022_1181_1314,2022,1181,1314,0.0,1.0,4.0,2.6613190730837744,-4.580213903743328,2.040106951871657,-0.26559714795008915,-0.09625668449197988,-0.6131907308377897,-1.3226381461675576,-0.737967914438503,0.1087344028520505,-1.3128342245989302,1.9759358288770041,-1.4215686274509807,1.0766488413547242,1.5926916221033869,-0.7165775401069521,-0.031194295900178255,0.09625668449197855,7.241532976827102,0.03555316078832488,0.0056559022076262955,-0.04338074553558746,-1.2040998217468797,-2.1206060606060504,7.221837343365479,-3.5391980629662783,10.761035406331757,2.0,0.011880442963122184,0.1128910869798947,0.0,3.0,5.0,9.0,-0.8149661326739059,-0.04901960784313719,0.09090909090909094,0.6000000000000001,-0.13992869875222813,0.0,0.0,0.02506265664160401,0.0,0.7999999999999998,-0.18372855214960482,0.0357142857142857,-6.0,0.2950350140056022,-18.42857142857143,-18.0,0.050643079863858964,0.0,93.0,0.0437196391394864
2022_1181_1403,2022,1181,1403,1.0,0.0,3.0,8.470588235294116,6.823529411764703,3.764705882352942,5.588235294117645,2.2058823529411757,3.235294117647058,-1.264705882352942,-2.5588235294117645,0.29411764705882426,1.9411764705882355,3.235294117647058,-3.1764705882352935,-1.7058823529411757,1.9705882352941178,-2.5294117647058822,-0.05882352941176471,0.08823529411764697,1.647058823529413,0.018767144776738687,0.05348338165675626,0.030142953709035414,2.235294117647058,0.9917647058823604,10.774108643509138,8.624869982934683,2.1492386605744542,23.0,0.20878210439105216,0.6288318144159071,0.0,8.0,21.0,59.0,-3.0244407622203813,-0.16666666666666663,0.5181818181818183,0.13333333333333341,-0.6848484848484848,-0.10708316560407571,-3.393065811613013,0.04761904761904756,0.10000000000000009,-0.20000000000000018,-0.1062271062271063,0.09340659340659341,-1.0,0.05568777176794992,1.0,1.0,-0.002744009237515832,0.0,99.0,0.10432569974554706
