ID,Season,TeamA,TeamB,Label,Diff_Games,Diff_FGA,Diff_FGA3,Diff_FTA,Diff_OR,Diff_DR,Diff_Ast,Diff_TO,Diff_Stl,Diff_Blk,Diff_PF,Diff_NumOT,Diff_WinRate,Diff_FGPct,Diff_FG3Pct,Diff_FTPct,Diff_TotalReb,Diff_OffEff,Diff_DefEff,Diff_NetEff,Diff_TourneyApps,Diff_TourneyWins,Diff_TourneyWinRate,Diff_WinRate_H,Diff_WinRate_A,Diff_WinRate_N,Diff_HomeAdvantage,Diff_ConfStrengthIndex,Diff_ConfAvgScoreDiff,Diff_LateWinRate,Diff_LastNWinRate,Diff_LastNScoreDiff,Diff_WinRateTrend,Diff_RecentWinRate,Diff_SeedNum,Diff_AvgRankPct,Diff_MidSeasonChange,Diff_CoachTourneyWins,Diff_CoachTourneyWinRate,Diff_Elo
1985_1267_1433,1985,1267,1433,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1173_1437,1985,1173,1437,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1120_1242,1985,1120,1242,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1207_1396,1985,1207,1396,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1246_1424,1985,1246,1424,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1256_1326,1985,1256,1326,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1260_1374,1985,1260,1374,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1314_1323,1985,1314,1323,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1229_1328,1985,1229,1328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1116_1385,1985,1116,1385,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1104_1433,1985,1104,1433,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1130_1181,1985,1130,1181,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1210_1393,1985,1210,1393,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1208_1228,1985,1208,1228,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1268_1298,1985,1268,1298,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1272_1412,1985,1272,1412,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1301_1431,1985,1301,1431,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1276_1437,1985,1276,1437,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1207_1260,1985,1207,1260,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1210_1228,1985,1210,1228,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1130_1272,1985,1130,1272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1256_1328,1985,1256,1328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1104_1301,1985,1104,1301,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1120_1314,1985,1120,1314,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1246_1385,1985,1246,1385,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1268_1437,1985,1268,1437,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1207_1210,1985,1207,1210,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1272_1328,1985,1272,1328,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1301_1385,1985,1301,1385,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1314_1437,1985,1314,1437,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1207_1385,1985,1207,1385,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1272_1437,1985,1272,1437,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985_1207_1437,1985,1207,1437,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1133_1431,1986,1133,1431,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1177_1438,1986,1177,1438,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1181_1290,1986,1181,1290,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1207_1403,1986,1207,1403,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1210_1265,1986,1210,1265,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1242_1299,1986,1242,1299,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1180_1257,1986,1180,1257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1261_1345,1986,1261,1345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1123_1272,1986,1123,1272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1277_1449,1986,1277,1449,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1314_1428,1986,1314,1428,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1318_1328,1986,1318,1328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1330_1452,1986,1330,1452,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1239_1396,1986,1239,1396,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1281_1412,1986,1281,1412,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1437_1439,1986,1437,1439,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1104_1462,1986,1104,1462,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1114_1323,1986,1114,1323,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1112_1120,1986,1112,1120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1156_1231,1986,1156,1231,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1193_1228,1986,1193,1228,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1235_1275,1986,1235,1275,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1172_1246,1986,1172,1246,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1268_1337,1986,1268,1337,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1103_1276,1986,1103,1276,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1298_1409,1986,1298,1409,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1234_1301,1986,1234,1301,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1286_1385,1986,1286,1385,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1350_1386,1986,1350,1386,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1135_1393,1986,1135,1393,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1419_1424,1986,1419,1424,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1304_1443,1986,1304,1443,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1177_1328,1986,1177,1328,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1181_1330,1986,1181,1330,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1210_1437,1986,1210,1437,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1242_1396,1986,1242,1396,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1133_1257,1986,1133,1257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1261_1272,1986,1261,1272,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1207_1277,1986,1207,1277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1314_1412,1986,1314,1412,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1104_1228,1986,1104,1228,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1120_1385,1986,1120,1385,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1156_1386,1986,1156,1386,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1235_1276,1986,1235,1276,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1246_1443,1986,1246,1443,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1298_1393,1986,1298,1393,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1114_1301,1986,1114,1301,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1268_1424,1986,1268,1424,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1120_1424,1986,1120,1424,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1104_1246,1986,1104,1246,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1257_1314,1986,1257,1314,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1210_1261,1986,1210,1261,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1177_1181,1986,1177,1181,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1242_1277,1986,1242,1277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1156_1298,1986,1156,1298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1235_1301,1986,1235,1301,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1120_1257,1986,1120,1257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1246_1261,1986,1246,1261,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1181_1298,1986,1181,1298,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1242_1301,1986,1242,1301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1181_1242,1986,1181,1242,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1257_1261,1986,1257,1261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986_1181_1257,1986,1181,1257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1104_1299,1987,1104,1299,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1120_1360,1987,1120,1360,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1122_1228,1987,1122,1228,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1181_1401,1987,1181,1401,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1193_1231,1987,1193,1231,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1208_1243,1987,1208,1243,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1276_1298,1987,1276,1298,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1140_1309,1987,1140,1309,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1314_1335,1987,1314,1335,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1292_1323,1987,1292,1323,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1344_1412,1987,1344,1412,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1267_1395,1987,1267,1395,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1141_1417,1987,1141,1417,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1226_1424,1987,1226,1424,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1438_1461,1987,1438,1461,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1281_1462,1987,1281,1462,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1177_1256,1987,1177,1256,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1196_1301,1987,1196,1301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1137_1207,1987,1137,1207,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1234_1365,1987,1234,1365,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1222_1242,1987,1222,1242,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1210_1261,1987,1210,1261,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1155_1283,1987,1155,1283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1246_1326,1987,1246,1326,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1328_1409,1987,1328,1409,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1265_1338,1987,1265,1338,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1318_1345,1987,1318,1345,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1385_1455,1987,1385,1455,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1204_1393,1987,1204,1393,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1380_1396,1987,1380,1396,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1112_1431,1987,1112,1431,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1443_1452,1987,1443,1452,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1104_1309,1987,1104,1309,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1181_1462,1987,1181,1462,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1120_1231,1987,1120,1231,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1276_1314,1987,1276,1314,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1323_1395,1987,1323,1395,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1122_1344,1987,1122,1344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1243_1424,1987,1243,1424,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1417_1461,1987,1417,1461,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1177_1385,1987,1177,1385,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1196_1345,1987,1196,1345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1207_1326,1987,1207,1326,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1234_1431,1987,1234,1431,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1242_1283,1987,1242,1283,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1261_1396,1987,1261,1396,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1328_1338,1987,1328,1338,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1393_1443,1987,1393,1443,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1207_1242,1987,1207,1242,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1314_1323,1987,1314,1323,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1104_1344,1987,1104,1344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1196_1393,1987,1196,1393,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1181_1231,1987,1181,1231,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1234_1328,1987,1234,1328,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1177_1261,1987,1177,1261,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1424_1461,1987,1424,1461,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1207_1344,1987,1207,1344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1314_1393,1987,1314,1393,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1231_1261,1987,1231,1261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1234_1424,1987,1234,1424,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1231_1424,1987,1231,1424,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1344_1393,1987,1344,1393,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987_1231_1393,1987,1231,1393,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1120_1133,1988,1120,1133,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1140_1150,1988,1140,1150,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1177_1455,1988,1177,1455,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1131_1181,1988,1131,1181,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1196_1385,1988,1196,1385,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1243_1247,1988,1243,1247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1257_1333,1988,1257,1333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1258_1461,1988,1258,1461,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1124_1272,1988,1124,1272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1129_1276,1988,1129,1276,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1314_1317,1988,1314,1317,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1151_1328,1988,1151,1328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1192_1345,1988,1192,1345,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1281_1348,1988,1281,1348,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1323_1374,1988,1323,1374,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1299_1393,1988,1299,1393,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1112_1165,1988,1112,1165,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1207_1261,1988,1207,1261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1210_1235,1988,1210,1235,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1228_1427,1988,1228,1427,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1199_1234,1988,1199,1234,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1242_1462,1988,1242,1462,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1246_1380,1988,1246,1380,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1268_1364,1988,1268,1364,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1293_1301,1988,1293,1301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1185_1338,1988,1185,1338,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1231_1350,1988,1231,1350,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1371_1431,1988,1371,1431,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988_1250_1396,1988,1250,1396,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
