Season,TeamID,DOK,MOR,POM,RPI,RTH,SAG,WLK,WOL,RankMean,RankMedian,RankStd,DOK_pct,MOR_pct,POM_pct,RPI_pct,RTH_pct,SAG_pct,WLK_pct,WOL_pct,AvgRankPct
2003,1116,,93.0,128.0,106.0,110.0,127.0,145.0,121.0,118.57142857142857,121.0,17.076857076729535,,0.7472527472527473,0.6510989010989011,0.7115384615384616,0.7005494505494505,0.6528925619834711,0.6043956043956044,0.6703296703296703,0.676865342449758
2003,1117,,159.0,161.0,224.0,187.0,182.0,192.0,195.0,185.71428571428572,187.0,22.103651928390217,,0.5659340659340659,0.5604395604395604,0.3873626373626374,0.489010989010989,0.5013774104683195,0.47527472527472525,0.46703296703296704,0.4923474793604664
2003,1119,,319.0,323.0,316.0,318.0,319.0,317.0,318.0,318.57142857142856,318.0,2.2253945610567474,,0.12637362637362637,0.11538461538461539,0.1346153846153846,0.12912087912087913,0.12396694214876033,0.13186813186813187,0.12912087912087913,0.12720720837603955
2003,1120,,44.0,45.0,36.0,40.0,43.0,47.0,40.0,42.142857142857146,43.0,3.7161167647860327,,0.8818681318681318,0.8791208791208791,0.9038461538461539,0.8928571428571429,0.8842975206611571,0.8736263736263736,0.8928571428571429,0.8869247635481402
2003,1122,,151.0,123.0,73.0,106.0,103.0,77.0,75.0,101.14285714285714,103.0,29.00820901876209,,0.5879120879120879,0.6648351648351648,0.8021978021978022,0.7115384615384616,0.71900826446281,0.7912087912087912,0.7967032967032966,0.7247719812654879
2003,1123,,146.0,150.0,137.0,138.0,151.0,147.0,146.0,145.0,146.0,5.477225575051661,,0.6016483516483516,0.5906593406593407,0.6263736263736264,0.6236263736263736,0.5867768595041323,0.5989010989010989,0.6016483516483516,0.6042334289087535
2003,1124,,80.0,97.0,112.0,92.0,100.0,120.0,102.0,100.42857142857143,100.0,13.036578575392431,,0.782967032967033,0.7362637362637363,0.695054945054945,0.75,0.7272727272727273,0.6730769230769231,0.7225274725274725,0.7267375481661196
2003,1125,,191.0,175.0,143.0,175.0,160.0,146.0,164.0,164.85714285714286,164.0,17.06290881247559,,0.47802197802197804,0.521978021978022,0.6098901098901099,0.521978021978022,0.5619834710743802,0.6016483516483516,0.5521978021978022,0.5496711081126666
2003,1126,,313.0,316.0,311.0,317.0,317.0,314.0,317.0,315.0,316.0,2.3804761428476167,,0.14285714285714285,0.1346153846153846,0.14835164835164835,0.13186813186813187,0.12947658402203857,0.1401098901098901,0.13186813186813187,0.13702098767033832
2003,1127,,247.0,209.0,212.0,221.0,215.0,198.0,218.0,217.14285714285714,215.0,15.115428888264814,,0.3241758241758242,0.42857142857142855,0.42032967032967034,0.3956043956043956,0.41046831955922863,0.45879120879120877,0.40384615384615385,0.40596957155398716
2003,1128,,255.0,226.0,189.0,217.0,202.0,190.0,186.0,209.28571428571428,202.0,25.1907012322291,,0.3021978021978022,0.38186813186813184,0.4835164835164835,0.4065934065934066,0.4462809917355372,0.4807692307692308,0.49175824175824173,0.4275691840626905
2003,1129,,138.0,184.0,191.0,177.0,185.0,204.0,180.0,179.85714285714286,184.0,20.456690604205523,,0.6236263736263736,0.49725274725274726,0.47802197802197804,0.5164835164835165,0.4931129476584022,0.4423076923076923,0.5082417582417582,0.5084352876560668
2003,1130,,40.0,36.0,49.0,48.0,45.0,49.0,54.0,45.857142857142854,48.0,6.094494002200441,,0.8928571428571429,0.9038461538461539,0.8681318681318682,0.8708791208791209,0.8787878787878788,0.8681318681318682,0.8543956043956044,0.8767185195756625
2003,1131,,182.0,129.0,121.0,154.0,132.0,118.0,139.0,139.28571428571428,132.0,22.31377964184378,,0.5027472527472527,0.6483516483516484,0.6703296703296703,0.5796703296703297,0.6391184573002755,0.6785714285714286,0.6208791208791209,0.6199525582642466
2003,1132,,156.0,181.0,171.0,163.0,159.0,170.0,165.0,166.42857142857142,165.0,8.403514004215596,,0.5741758241758241,0.5054945054945055,0.532967032967033,0.554945054945055,0.5647382920110193,0.5357142857142857,0.5494505494505495,0.5453550778226103
2003,1133,,141.0,155.0,192.0,166.0,171.0,176.0,190.0,170.14285714285714,171.0,18.27045494259855,,0.6153846153846154,0.5769230769230769,0.47527472527472525,0.5467032967032966,0.5316804407713499,0.5192307692307693,0.4807692307692308,0.5351380221510091
2003,1135,,164.0,137.0,146.0,171.0,153.0,136.0,159.0,152.28571428571428,153.0,13.363062095621219,,0.5521978021978022,0.6263736263736264,0.6016483516483516,0.532967032967033,0.581267217630854,0.6291208791208791,0.5659340659340659,0.5842155679818017
2003,1137,,239.0,225.0,236.0,241.0,234.0,222.0,239.0,233.71428571428572,236.0,7.387247699341654,,0.34615384615384615,0.38461538461538464,0.3543956043956044,0.34065934065934067,0.3581267217630854,0.39285714285714285,0.34615384615384615,0.3604231266568929
2003,1138,,237.0,255.0,303.0,258.0,265.0,282.0,282.0,268.85714285714283,265.0,21.797771838948524,,0.3516483516483517,0.3021978021978022,0.17032967032967034,0.29395604395604397,0.2727272727272727,0.22802197802197802,0.22802197802197802,0.2638432995575853
2003,1139,,74.0,51.0,35.0,44.0,35.0,29.0,29.0,42.42857142857143,35.0,16.040128250288845,,0.7994505494505495,0.8626373626373627,0.9065934065934066,0.8818681318681318,0.90633608815427,0.9230769230769231,0.9230769230769231,0.886148483551081
2003,1140,,42.0,26.0,19.0,33.0,28.0,25.0,30.0,29.0,28.0,7.211102550927978,,0.8873626373626373,0.9313186813186813,0.9505494505494505,0.9120879120879121,0.9256198347107438,0.9340659340659341,0.9203296703296703,0.9230477314892899
2003,1141,,50.0,50.0,44.0,55.0,48.0,32.0,49.0,46.857142857142854,49.0,7.312741652498773,,0.8653846153846154,0.8653846153846154,0.8818681318681318,0.8516483516483516,0.8705234159779615,0.9148351648351648,0.8681318681318682,0.8739680233186726
2003,1142,,175.0,172.0,184.0,181.0,184.0,188.0,179.0,180.42857142857142,181.0,5.563486402641868,,0.521978021978022,0.5302197802197802,0.49725274725274726,0.5054945054945055,0.49586776859504134,0.48626373626373626,0.510989010989011,0.5068665101132633
2003,1143,,43.0,40.0,33.0,30.0,40.0,33.0,26.0,35.0,33.0,6.164414002968976,,0.8846153846153846,0.8928571428571429,0.9120879120879121,0.9203296703296703,0.8925619834710744,0.9120879120879121,0.9313186813186813,0.9065512409668255
2003,1144,,321.0,318.0,317.0,314.0,315.0,319.0,312.0,316.57142857142856,317.0,3.1014589500826255,,0.12087912087912088,0.12912087912087913,0.13186813186813187,0.1401098901098901,0.1349862258953168,0.12637362637362637,0.14560439560439561,0.1327060385501944
2003,1145,,220.0,222.0,247.0,223.0,227.0,229.0,243.0,230.14285714285714,227.0,10.652520381402256,,0.3983516483516483,0.39285714285714285,0.3241758241758242,0.3901098901098901,0.3774104683195592,0.37362637362637363,0.33516483516483514,0.37024231180075334
2003,1147,,262.0,243.0,279.0,254.0,250.0,231.0,261.0,254.28571428571428,254.0,15.293945269444437,,0.28296703296703296,0.33516483516483514,0.23626373626373626,0.30494505494505497,0.3140495867768595,0.36813186813186816,0.2857142857142857,0.30389091428052467
2003,1148,,231.0,240.0,211.0,244.0,235.0,234.0,234.0,232.71428571428572,234.0,10.515294982615968,,0.36813186813186816,0.3434065934065934,0.4230769230769231,0.3324175824175824,0.35537190082644626,0.3598901098901099,0.3598901098901099,0.36316929823423333
2003,1149,,273.0,269.0,223.0,247.0,243.0,233.0,230.0,245.42857142857142,243.0,19.23414622364042,,0.25274725274725274,0.26373626373626374,0.3901098901098901,0.3241758241758242,0.3333333333333333,0.3626373626373626,0.3708791208791209,0.3282312925170068
2003,1150,,116.0,91.0,95.0,89.0,90.0,97.0,96.0,96.28571428571429,95.0,9.232447954800245,,0.6840659340659341,0.7527472527472527,0.7417582417582418,0.7582417582417582,0.7548209366391184,0.7362637362637363,0.739010989010989,0.738129835532433
2003,1151,,155.0,142.0,108.0,128.0,123.0,105.0,113.0,124.85714285714286,123.0,18.415831698374557,,0.5769230769230769,0.6126373626373627,0.7060439560439561,0.6510989010989011,0.6639118457300276,0.7142857142857143,0.6923076923076923,0.659601221289533
2003,1152,,304.0,311.0,314.0,313.0,309.0,312.0,321.0,312.0,312.0,5.163977794943222,,0.16758241758241757,0.14835164835164835,0.1401098901098901,0.14285714285714285,0.15151515151515152,0.14560439560439561,0.12087912087912088,0.14527139527139526
2003,1153,,39.0,35.0,29.0,41.0,42.0,45.0,45.0,39.42857142857143,41.0,5.769377287516763,,0.8956043956043956,0.9065934065934066,0.9230769230769231,0.8901098901098901,0.8870523415977961,0.8791208791208791,0.8791208791208791,0.8943826736034529
2003,1154,,279.0,293.0,300.0,293.0,297.0,293.0,302.0,293.85714285714283,293.0,7.492853738253346,,0.23626373626373626,0.1978021978021978,0.17857142857142858,0.1978021978021978,0.18457300275482094,0.1978021978021978,0.17307692307692307,0.19512738343907174
2003,1155,,99.0,103.0,107.0,74.0,99.0,107.0,80.0,95.57142857142857,99.0,13.21435006419338,,0.7307692307692307,0.7197802197802198,0.7087912087912088,0.7994505494505495,0.7300275482093664,0.7087912087912088,0.782967032967033,0.7400824283941166
2003,1156,,221.0,251.0,268.0,233.0,232.0,258.0,255.0,245.42857142857142,251.0,16.93966885604264,,0.3956043956043956,0.3131868131868132,0.2664835164835165,0.3626373626373626,0.36363636363636365,0.29395604395604397,0.3021978021978022,0.3282431853860425
2003,1157,,289.0,257.0,257.0,260.0,258.0,245.0,252.0,259.7142857142857,257.0,13.852969425533354,,0.2087912087912088,0.2967032967032967,0.2967032967032967,0.28846153846153844,0.29201101928374656,0.32967032967032966,0.31043956043956045,0.2889686071504253
2003,1158,,136.0,126.0,67.0,111.0,104.0,76.0,82.0,100.28571428571429,104.0,26.132446535002458,,0.6291208791208791,0.6565934065934066,0.8186813186813187,0.6978021978021978,0.7162534435261708,0.7939560439560439,0.7774725274725275,0.7271256881646492
2003,1159,,233.0,231.0,250.0,252.0,245.0,241.0,257.0,244.14285714285714,245.0,9.73701821963602,,0.3626373626373626,0.36813186813186816,0.3159340659340659,0.31043956043956045,0.3278236914600551,0.34065934065934067,0.2967032967032967,0.3317613122807928
2003,1160,,30.0,28.0,46.0,38.0,33.0,40.0,41.0,36.57142857142857,38.0,6.477065767180457,,0.9203296703296703,0.9258241758241759,0.8763736263736264,0.8983516483516484,0.9118457300275482,0.8928571428571429,0.8901098901098901,0.9022416976962432
2003,1161,,85.0,87.0,75.0,81.0,89.0,92.0,76.0,83.57142857142857,85.0,6.477065767180457,,0.7692307692307693,0.7637362637362637,0.7967032967032966,0.7802197802197802,0.7575757575757576,0.75,0.7939560439560439,0.773060273060273
2003,1162,,305.0,315.0,325.0,320.0,316.0,322.0,324.0,318.14285714285717,320.0,6.91444313083301,,0.16483516483516483,0.13736263736263737,0.10989010989010989,0.12362637362637363,0.1322314049586777,0.11813186813186813,0.11263736263736264,0.12838784592031344
2003,1163,,17.0,23.0,28.0,27.0,23.0,26.0,32.0,25.142857142857142,26.0,4.740906081772816,,0.9560439560439561,0.9395604395604396,0.9258241758241759,0.9285714285714286,0.9393939393939394,0.9313186813186813,0.9148351648351648,0.9336496836496837
2003,1164,,274.0,285.0,246.0,292.0,284.0,274.0,281.0,276.57142857142856,281.0,14.898066349442162,,0.25,0.21978021978021978,0.3269230769230769,0.20054945054945056,0.22038567493112948,0.25,0.23076923076923078,0.2426296647075868
2003,1165,,287.0,291.0,292.0,286.0,286.0,289.0,283.0,287.7142857142857,287.0,3.147183169877773,,0.21428571428571427,0.2032967032967033,0.20054945054945056,0.21703296703296704,0.21487603305785125,0.2087912087912088,0.22527472527472528,0.21201525746980293
2003,1166,,33.0,27.0,23.0,22.0,18.0,19.0,17.0,22.714285714285715,22.0,5.677860093212516,,0.9120879120879121,0.9285714285714286,0.9395604395604396,0.9423076923076923,0.953168044077135,0.9505494505494505,0.9560439560439561,0.9403269890282877
2003,1168,,226.0,229.0,271.0,245.0,240.0,263.0,263.0,248.14285714285714,245.0,17.780406551675277,,0.38186813186813184,0.37362637362637363,0.25824175824175827,0.32967032967032966,0.3415977961432507,0.2802197802197802,0.2802197802197802,0.32077770714134346
2003,1169,,188.0,193.0,220.0,198.0,193.0,203.0,205.0,200.0,198.0,10.64581294844754,,0.48626373626373626,0.4725274725274725,0.3983516483516483,0.45879120879120877,0.47107438016528924,0.44505494505494503,0.43956043956043955,0.4530891186735343
2003,1170,,251.0,228.0,253.0,229.0,237.0,251.0,231.0,240.0,237.0,11.298967504452195,,0.3131868131868132,0.37637362637362637,0.3076923076923077,0.37362637362637363,0.349862258953168,0.3131868131868132,0.36813186813186816,0.3431514373072814
2003,1171,,265.0,282.0,291.0,290.0,288.0,291.0,294.0,285.85714285714283,290.0,9.92351704166373,,0.27472527472527475,0.22802197802197802,0.2032967032967033,0.20604395604395603,0.209366391184573,0.2032967032967033,0.19505494505494506,0.2171151359463048
2003,1172,,172.0,141.0,155.0,150.0,142.0,131.0,144.0,147.85714285714286,144.0,13.031098334734637,,0.5302197802197802,0.6153846153846154,0.5769230769230769,0.5906593406593407,0.6115702479338843,0.6428571428571429,0.6071428571428571,0.5963938658743854
2003,1173,,32.0,31.0,13.0,23.0,26.0,22.0,15.0,23.142857142857142,23.0,7.28991475552747,,0.9148351648351648,0.9175824175824175,0.967032967032967,0.9395604395604396,0.931129476584022,0.9423076923076923,0.9615384615384616,0.939140945634452
2003,1174,,161.0,191.0,154.0,185.0,178.0,179.0,176.0,174.85714285714286,178.0,13.031098334734637,,0.5604395604395604,0.47802197802197804,0.5796703296703297,0.4945054945054945,0.512396694214876,0.510989010989011,0.5192307692307693,0.522179119581717
2003,1175,,243.0,264.0,201.0,265.0,256.0,238.0,241.0,244.0,243.0,21.908902300206645,,0.33516483516483514,0.2774725274725275,0.45054945054945056,0.27472527472527475,0.2975206611570248,0.3489010989010989,0.34065934065934067,0.332141884089936
2003,1176,,158.0,149.0,173.0,156.0,155.0,163.0,160.0,159.14285714285714,158.0,7.5150642363316145,,0.5686813186813187,0.5934065934065934,0.5274725274725275,0.5741758241758241,0.5757575757575758,0.554945054945055,0.5631868131868132,0.5653751010893868
2003,1177,,84.0,68.0,62.0,54.0,61.0,62.0,59.0,64.28571428571429,62.0,9.638711630957836,,0.771978021978022,0.8159340659340659,0.8324175824175825,0.8543956043956044,0.8347107438016529,0.8324175824175825,0.8406593406593407,0.8260732773719787
2003,1178,,71.0,70.0,115.0,109.0,85.0,88.0,114.0,93.14285714285714,88.0,19.505798893564716,,0.8076923076923077,0.8104395604395604,0.6868131868131868,0.7032967032967034,0.768595041322314,0.760989010989011,0.6895604395604396,0.7467694643019318
2003,1179,,194.0,221.0,262.0,205.0,226.0,236.0,229.0,224.71428571428572,226.0,21.92193943453518,,0.4697802197802198,0.3956043956043956,0.28296703296703296,0.43956043956043955,0.38016528925619836,0.3543956043956044,0.37362637362637363,0.3851570507414663
2003,1180,,113.0,125.0,87.0,140.0,115.0,104.0,128.0,116.0,115.0,17.301252363147974,,0.6923076923076923,0.6593406593406593,0.7637362637362637,0.6181318681318682,0.6859504132231405,0.717032967032967,0.6510989010989011,0.6839426806959273
2003,1181,,10.0,8.0,12.0,4.0,10.0,5.0,9.0,8.285714285714286,9.0,2.870208222079931,,0.9752747252747253,0.9807692307692307,0.9697802197802198,0.9917582417582418,0.9752066115702479,0.989010989010989,0.978021978021978,0.9799745708836617
2003,1182,,193.0,210.0,243.0,211.0,222.0,211.0,233.0,217.57142857142858,211.0,16.591736325222694,,0.4725274725274725,0.4258241758241758,0.33516483516483514,0.4230769230769231,0.39118457300275483,0.4230769230769231,0.3626373626373626,0.4047846093300639
2003,1183,,202.0,180.0,185.0,180.0,176.0,174.0,178.0,182.14285714285714,180.0,9.42388050696335,,0.4478021978021978,0.5082417582417582,0.4945054945054945,0.5082417582417582,0.5179063360881543,0.5247252747252747,0.5137362637362637,0.5021655833344144
2003,1184,,270.0,276.0,275.0,275.0,272.0,265.0,274.0,272.42857142857144,274.0,3.8668308667927223,,0.260989010989011,0.2445054945054945,0.24725274725274726,0.24725274725274726,0.2534435261707989,0.27472527472527475,0.25,0.2540241144137248
2003,1185,,186.0,186.0,205.0,179.0,183.0,184.0,182.0,186.42857142857142,184.0,8.541216596737316,,0.49175824175824173,0.49175824175824173,0.43956043956043955,0.510989010989011,0.4986225895316804,0.49725274725274726,0.5027472527472527,0.49038407479965923
2003,1186,,148.0,105.0,113.0,126.0,111.0,119.0,130.0,121.71428571428571,119.0,14.465064646868855,,0.5961538461538461,0.7142857142857143,0.6923076923076923,0.6565934065934066,0.696969696969697,0.6758241758241759,0.6456043956043956,0.6682484182484183
2003,1187,,135.0,176.0,156.0,127.0,150.0,161.0,134.0,148.42857142857142,150.0,17.443787268988185,,0.6318681318681318,0.5192307692307693,0.5741758241758241,0.6538461538461539,0.5895316804407713,0.5604395604395604,0.6346153846153846,0.5948153578023707
2003,1189,,272.0,289.0,244.0,276.0,273.0,264.0,253.0,267.2857142857143,272.0,15.052289811567826,,0.2554945054945055,0.2087912087912088,0.3324175824175824,0.2445054945054945,0.25068870523415976,0.2774725274725275,0.3076923076923077,0.26815176165825516
2003,1190,,149.0,147.0,125.0,147.0,133.0,123.0,125.0,135.57142857142858,133.0,11.759494644146674,,0.5934065934065934,0.5989010989010989,0.6593406593406593,0.5989010989010989,0.6363636363636364,0.6648351648351648,0.6593406593406593,0.6301555587269873
2003,1191,,179.0,171.0,152.0,148.0,167.0,168.0,154.0,162.71428571428572,167.0,11.45591965920219,,0.510989010989011,0.532967032967033,0.5851648351648352,0.5961538461538461,0.5426997245179064,0.5412087912087912,0.5796703296703297,0.5555505100959647
2003,1192,,282.0,260.0,249.0,269.0,267.0,253.0,258.0,262.57142857142856,260.0,11.118410300894979,,0.22802197802197802,0.28846153846153844,0.31868131868131866,0.26373626373626374,0.26721763085399447,0.3076923076923077,0.29395604395604397,0.281109583057635
2003,1193,,167.0,151.0,83.0,134.0,148.0,122.0,118.0,131.85714285714286,134.0,27.516228977511748,,0.5439560439560439,0.5879120879120879,0.7747252747252747,0.6346153846153846,0.5950413223140496,0.6675824175824175,0.6785714285714286,0.6403434228109551
2003,1194,,285.0,292.0,293.0,287.0,287.0,288.0,287.0,288.42857142857144,287.0,2.935821455580639,,0.21978021978021978,0.20054945054945056,0.1978021978021978,0.21428571428571427,0.21212121212121213,0.21153846153846154,0.21428571428571427,0.21005185290899578
2003,1196,,7.0,6.0,15.0,10.0,7.0,11.0,11.0,9.571428571428571,10.0,3.1547394428670255,,0.9835164835164835,0.9862637362637363,0.9615384615384616,0.9752747252747253,0.9834710743801653,0.9725274725274725,0.9725274725274725,0.9764456322897882
2003,1197,,253.0,267.0,194.0,272.0,270.0,243.0,244.0,249.0,253.0,27.067816067549053,,0.3076923076923077,0.2692307692307692,0.4697802197802198,0.2554945054945055,0.25895316804407714,0.33516483516483514,0.3324175824175824,0.3183904839748996
2003,1198,,207.0,217.0,272.0,232.0,248.0,262.0,260.0,242.57142857142858,248.0,24.52112791626263,,0.4340659340659341,0.4065934065934066,0.2554945054945055,0.36538461538461536,0.31955922865013775,0.28296703296703296,0.28846153846153844,0.3360751802310244
2003,1199,,75.0,83.0,81.0,63.0,79.0,91.0,78.0,78.57142857142857,79.0,8.521681032463468,,0.7967032967032966,0.7747252747252747,0.7802197802197802,0.8296703296703297,0.7851239669421488,0.7527472527472527,0.7884615384615384,0.7868073484956601
2003,1200,,246.0,281.0,289.0,282.0,292.0,298.0,303.0,284.42857142857144,289.0,18.715921411614076,,0.3269230769230769,0.23076923076923078,0.2087912087912088,0.22802197802197802,0.19834710743801653,0.18406593406593408,0.17032967032967034,0.22103545804844504
2003,1201,,91.0,95.0,69.0,82.0,82.0,74.0,70.0,80.42857142857143,82.0,10.080627342534175,,0.7527472527472527,0.7417582417582418,0.8131868131868132,0.7774725274725275,0.7768595041322314,0.7994505494505495,0.8104395604395604,0.7817020641695966
2003,1202,,215.0,224.0,225.0,230.0,239.0,226.0,236.0,227.85714285714286,226.0,8.029706749078105,,0.41208791208791207,0.3873626373626374,0.38461538461538464,0.3708791208791209,0.3443526170798898,0.38186813186813184,0.3543956043956044,0.37650877261266874
2003,1203,,111.0,111.0,164.0,152.0,137.0,139.0,172.0,140.85714285714286,139.0,23.912539049827476,,0.6978021978021978,0.6978021978021978,0.5521978021978022,0.5851648351648352,0.6253443526170799,0.6208791208791209,0.5302197802197802,0.6156300409547163
2003,1204,,209.0,216.0,215.0,210.0,212.0,196.0,197.0,207.85714285714286,210.0,8.15329322888552,,0.42857142857142855,0.40934065934065933,0.41208791208791207,0.4258241758241758,0.418732782369146,0.4642857142857143,0.46153846153846156,0.43148301914535686
2003,1205,,280.0,290.0,299.0,294.0,293.0,294.0,307.0,293.85714285714283,294.0,8.234653836654203,,0.23351648351648352,0.20604395604395603,0.1813186813186813,0.19505494505494506,0.19559228650137742,0.19505494505494506,0.15934065934065933,0.1951317081187211
2003,1206,,122.0,139.0,116.0,149.0,139.0,129.0,148.0,134.57142857142858,139.0,12.660399452059728,,0.6675824175824175,0.6208791208791209,0.6840659340659341,0.5934065934065934,0.6198347107438017,0.6483516483516484,0.5961538461538461,0.6328963244547661
2003,1207,,47.0,61.0,100.0,67.0,67.0,85.0,89.0,73.71428571428571,67.0,18.33679620975527,,0.8736263736263736,0.8351648351648352,0.728021978021978,0.8186813186813187,0.8181818181818182,0.7692307692307693,0.7582417582417582,0.800164121592693
2003,1208,,13.0,10.0,5.0,14.0,15.0,12.0,13.0,11.714285714285714,13.0,3.3523268393901033,,0.967032967032967,0.9752747252747253,0.989010989010989,0.9642857142857143,0.9614325068870524,0.9697802197802198,0.967032967032967,0.970550012757805
2003,1209,,197.0,227.0,218.0,227.0,225.0,232.0,226.0,221.71428571428572,226.0,11.657819774930555,,0.46153846153846156,0.3791208791208791,0.40384615384615385,0.3791208791208791,0.38292011019283745,0.36538461538461536,0.38186813186813184,0.3933998901531369
2003,1210,,46.0,39.0,76.0,51.0,53.0,65.0,65.0,56.42857142857143,53.0,12.804389128434867,,0.8763736263736264,0.8956043956043956,0.7939560439560439,0.8626373626373627,0.8567493112947658,0.8241758241758241,0.8241758241758241,0.8476674840311204
2003,1211,,54.0,41.0,43.0,45.0,39.0,38.0,43.0,43.285714285714285,43.0,5.313952882562588,,0.8543956043956044,0.8901098901098901,0.8846153846153846,0.8791208791208791,0.8953168044077136,0.8983516483516484,0.8846153846153846,0.8837893708023579
2003,1212,,311.0,297.0,277.0,302.0,302.0,284.0,292.0,295.0,297.0,11.633285577743433,,0.14835164835164835,0.18681318681318682,0.24175824175824176,0.17307692307692307,0.17079889807162535,0.22252747252747251,0.20054945054945056,0.19198226016407835
2003,1214,,234.0,238.0,187.0,235.0,236.0,214.0,219.0,223.28571428571428,234.0,18.490666886425753,,0.3598901098901099,0.3489010989010989,0.489010989010989,0.35714285714285715,0.3526170798898072,0.41483516483516486,0.4010989010989011,0.3890708858241326
2003,1216,,223.0,194.0,165.0,215.0,214.0,191.0,209.0,201.57142857142858,209.0,19.814617019237275,,0.3901098901098901,0.4697802197802198,0.5494505494505495,0.41208791208791207,0.4132231404958678,0.47802197802197804,0.42857142857142855,0.4487493026454065
2003,1217,,254.0,232.0,207.0,225.0,217.0,218.0,227.0,225.71428571428572,225.0,14.874074601066626,,0.30494505494505497,0.36538461538461536,0.4340659340659341,0.38461538461538464,0.4049586776859504,0.40384615384615385,0.3791208791208791,0.38241952852342465
2003,1218,,96.0,121.0,84.0,96.0,105.0,99.0,92.0,99.0,96.0,11.633285577743433,,0.739010989010989,0.6703296703296703,0.771978021978022,0.739010989010989,0.7134986225895317,0.7307692307692307,0.75,0.7306567890983475
2003,1219,,310.0,309.0,306.0,303.0,300.0,299.0,299.0,303.7142857142857,303.0,4.680252333449759,,0.1510989010989011,0.15384615384615385,0.1620879120879121,0.17032967032967034,0.1763085399449036,0.1813186813186813,0.1813186813186813,0.16804407713498623
2003,1220,,206.0,265.0,255.0,271.0,271.0,276.0,271.0,259.2857142857143,271.0,24.43163445012965,,0.4368131868131868,0.27472527472527475,0.3021978021978022,0.25824175824175827,0.256198347107438,0.2445054945054945,0.25824175824175827,0.29013194597610187
